State,Year,City,Population,Violent Crime Total,Murder and nonnegligent manslaughter,Rape1,Robbery,Aggravated assault,Property Crime Total,Burglary,Larceny-theft,Motor vehicle theft,Arson2
MINNESOTA,2023,Lakeville,"76,929",72,2,23,5,42,534,30,471,33,5
MINNESOTA,2023,Lamberton,786,1,0,0,0,1,3,1,2,0,0
MINNESOTA,2023,Lester Prairie,"1,899",2,0,1,0,1,7,2,5,0,0
MINNESOTA,2023,Le Sueur,"4,225",4,0,0,0,4,13,2,11,0,0
MINNESOTA,2023,Lewiston,"1,505",3,0,0,0,3,7,0,7,0,0
MINNESOTA,2023,Lino Lakes,"22,228",9,0,1,0,8,127,11,110,6,0
MINNESOTA,2023,Litchfield,"6,589",8,0,0,0,8,55,8,45,2,0
MINNESOTA,2023,Little Falls,"9,083",18,1,3,1,13,172,9,155,8,0
MINNESOTA,2023,Long Prairie,"3,724",4,0,0,0,4,16,1,14,1,0
MINNESOTA,2023,Lonsdale,"5,012",3,0,1,0,2,11,3,8,0,0
MINNESOTA,2023,Madelia,"2,355",8,0,2,0,6,8,3,5,0,0
MINNESOTA,2023,Madison Lake,"1,293",3,0,0,0,3,7,2,3,2,0
MINNESOTA,2023,Mankato,"45,431",136,0,27,11,98,"1,281",139,"1,089",53,1
MINNESOTA,2023,Maple Grove,"70,729",68,1,6,8,53,"1,282",68,"1,141",73,3
MINNESOTA,2023,Mapleton,"2,181",3,0,1,0,2,19,4,14,1,1
MINNESOTA,2023,Maplewood,"39,170",149,0,8,39,102,"1,210",128,935,147,11
MINNESOTA,2023,Marshall,"13,726",29,1,6,1,21,89,9,79,1,0
MINNESOTA,2023,McGregor,385,0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Medina,"6,907",5,0,1,0,4,38,3,32,3,0
MINNESOTA,2023,Melrose,"3,614",4,0,3,0,1,7,2,3,2,0
MINNESOTA,2023,Menahga,"1,343",1,0,0,0,1,1,1,0,0,0
MINNESOTA,2023,Mendota Heights,"11,363",21,0,4,0,17,146,27,107,12,1
MINNESOTA,2023,Milaca,"3,065",6,0,0,0,6,68,2,63,3,0
MINNESOTA,2023,Minneapolis,"422,341","4,779",72,366,"1,435","2,906","22,184","2,558","11,852","7,774",134
MINNESOTA,2023,Minneota,"1,352",0,0,0,0,0,2,0,1,1,0
MINNESOTA,2023,Minnesota Lake,663,0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Minnetonka,"51,791",41,1,6,7,27,884,95,747,42,0
MINNESOTA,2023,Minnetrista,"10,992",4,0,1,1,2,64,11,52,1,0
MINNESOTA,2023,Montevideo,"5,247",0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Montgomery,"3,601",2,0,0,0,2,1,1,0,0,0
MINNESOTA,2023,Moorhead,"45,026",232,2,21,8,201,809,124,565,120,10
MINNESOTA,2023,Moose Lake,"2,987",2,0,1,0,1,3,1,2,0,0
MINNESOTA,2023,Motley,688,1,0,0,0,1,27,2,25,0,0
MINNESOTA,2023,Mounds View,"12,368",22,0,2,4,16,133,9,112,12,1
MINNESOTA,2023,Mountain Lake,"1,966",2,0,0,0,2,4,1,3,0,0
MINNESOTA,2023,Nashwauk,956,0,0,0,0,0,5,0,5,0,0
MINNESOTA,2023,New Brighton,"21,987",23,0,3,5,15,284,35,202,47,0
MINNESOTA,2023,New Hope,"20,613",27,1,7,5,14,385,34,314,37,0
MINNESOTA,2023,New Prague,"8,336",5,0,1,1,3,32,0,32,0,0
MINNESOTA,2023,New Richland,"1,210",1,0,0,0,1,17,6,11,0,0
MINNESOTA,2023,New Ulm,"13,991",4,0,2,0,2,71,4,63,4,0
MINNESOTA,2023,Nisswa,"2,128",0,0,0,0,0,7,0,7,0,0
MINNESOTA,2023,North Branch,"11,851",6,0,1,0,5,66,2,60,4,0
MINNESOTA,2023,Northfield,"20,997",29,0,7,2,20,204,14,184,6,4
MINNESOTA,2023,North Mankato,"14,229",28,0,3,1,24,160,24,120,16,5
MINNESOTA,2023,North St. Paul,"12,866",19,1,2,4,12,171,13,134,24,2
MINNESOTA,2023,Oakdale,"27,565",39,0,12,14,13,471,29,416,26,2
MINNESOTA,2023,Oak Park Heights,"4,735",12,0,1,0,11,140,10,125,5,0
MINNESOTA,2023,Olivia,"2,302",2,0,1,0,1,16,1,14,1,1
MINNESOTA,2023,Onamia,780,1,0,0,0,1,20,2,18,0,0
MINNESOTA,2023,Orono,"19,056",23,0,7,1,15,105,13,83,9,0
MINNESOTA,2023,Osakis,"1,745",2,0,0,0,2,9,1,8,0,0
MINNESOTA,2023,Osseo,"2,511",1,0,0,1,0,76,4,59,13,0
MINNESOTA,2023,Owatonna,"26,501",50,1,17,2,30,241,28,199,14,1
MINNESOTA,2023,Park Rapids,"4,323",11,0,6,1,4,100,11,88,1,0
MINNESOTA,2023,Paynesville,"2,643",3,0,1,0,2,4,1,3,0,0
MINNESOTA,2023,Pelican Rapids,"2,606",3,0,0,1,2,0,0,0,0,0
MINNESOTA,2023,Pequot Lakes,"2,461",0,0,0,0,0,2,0,2,0,0
MINNESOTA,2023,Perham,"3,694",8,0,3,0,5,6,1,3,2,0
MINNESOTA,2023,Pierz,"1,470",1,0,0,0,1,24,0,24,0,0
MINNESOTA,2023,Pillager,521,0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Pine River,939,1,0,0,0,1,2,0,2,0,0
MINNESOTA,2023,Plainview,"3,532",6,0,0,0,6,9,0,8,1,0
MINNESOTA,2023,Plymouth,"77,576",55,2,7,7,39,844,132,639,73,3
MINNESOTA,2023,Preston,"1,320",0,0,0,0,0,10,0,10,0,0
MINNESOTA,2023,Princeton,"5,467",2,0,0,0,2,76,4,66,6,0
MINNESOTA,2023,Prior Lake,"28,390",34,1,9,2,22,343,18,314,11,3
MINNESOTA,2023,Proctor,"3,094",3,0,0,0,3,23,3,19,1,0
MINNESOTA,2023,Ramsey,"28,598",23,0,5,1,17,148,26,113,9,0
MINNESOTA,2023,Red Wing,"16,725",30,1,6,1,22,353,41,297,15,1
MINNESOTA,2023,Redwood Falls,"5,079",12,0,3,0,9,56,3,50,3,1
MINNESOTA,2023,Renville,"1,269",1,0,0,0,1,6,1,5,0,1
MINNESOTA,2023,Rice,"2,202",0,0,0,0,0,7,2,5,0,0
MINNESOTA,2023,Richfield,"36,607",86,0,13,28,45,775,68,584,123,5
MINNESOTA,2023,Robbinsdale,"14,027",51,0,4,7,40,266,29,182,55,1
MINNESOTA,2023,Rochester,"122,035",198,1,44,28,125,"1,943",223,"1,566",154,2
MINNESOTA,2023,Rogers,"13,591",18,0,3,2,13,277,7,259,11,0
MINNESOTA,2023,Roseau,"2,727",11,0,0,0,11,27,1,23,3,1
MINNESOTA,2023,Rosemount,"27,754",15,0,1,1,13,122,20,99,3,2
MINNESOTA,2023,Roseville,"35,466",96,3,13,32,48,"2,047",131,"1,804",112,4
MINNESOTA,2023,Royalton,"1,277",1,0,0,0,1,33,0,33,0,0
MINNESOTA,2023,Rushford,"1,861",0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Sartell,"19,862",10,1,1,0,8,384,11,370,3,0
MINNESOTA,2023,Sauk Centre,"4,652",3,0,1,0,2,69,7,60,2,0
MINNESOTA,2023,Sauk Rapids,"13,753",18,0,5,1,12,209,17,174,18,1
MINNESOTA,2023,Savage,"33,051",31,0,9,4,18,270,26,225,19,2
MINNESOTA,2023,Sebeka,753,0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Shakopee,"46,597",63,0,21,4,38,614,43,531,40,0
MINNESOTA,2023,Silver Bay,"1,831",1,0,0,0,1,4,2,2,0,0
MINNESOTA,2023,Slayton,"1,965",3,0,2,0,1,8,1,6,1,0
MINNESOTA,2023,Sleepy Eye,"3,403",9,0,4,0,5,6,3,2,1,0
MINNESOTA,2023,South Lake Minnetonka,"12,150",2,0,0,0,2,40,4,33,3,0
MINNESOTA,2023,South St. Paul,"20,403",63,1,3,1,58,324,51,207,66,3
MINNESOTA,2023,Spring Lake Park,"7,029",10,0,1,0,9,126,13,101,12,1
MINNESOTA,2023,St. Anthony,"12,749",21,0,2,10,9,329,50,238,41,0
MINNESOTA,2023,Staples,"3,050",5,0,2,0,3,97,6,86,5,1
MINNESOTA,2023,Starbuck,"1,435",5,0,0,0,5,4,1,3,0,0
MINNESOTA,2023,St. Charles,"3,993",4,0,1,0,3,15,1,14,0,0
MINNESOTA,2023,St. Cloud,"69,922",240,3,35,18,184,"2,424",159,"2,104",161,10
MINNESOTA,2023,St. Francis,"8,496",11,0,2,0,9,56,3,50,3,0
MINNESOTA,2023,Stillwater,"19,214",19,0,9,1,9,127,20,94,13,0
MINNESOTA,2023,St. James,"4,664",3,0,3,0,0,32,8,24,0,0
MINNESOTA,2023,St. Joseph,"7,121",13,0,2,2,9,66,14,51,1,0
MINNESOTA,2023,St. Louis Park,"48,241",68,1,16,8,43,"1,595",112,"1,314",169,2
MINNESOTA,2023,St. Paul,"300,368","1,874",27,202,381,"1,264","9,282","1,305","5,896","2,081",178
MINNESOTA,2023,St. Paul Park,"5,371",10,0,3,2,5,27,2,18,7,0
MINNESOTA,2023,St. Peter,"12,195",14,0,2,0,12,80,7,69,4,0
MINNESOTA,2023,Thief River Falls,"8,939",17,1,3,0,13,121,13,102,6,2
MINNESOTA,2023,Two Harbors,"3,561",3,0,0,0,3,10,0,10,0,0
MINNESOTA,2023,Tyler,"1,111",1,0,0,0,1,0,0,0,0,0
MINNESOTA,2023,Verndale,517,0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Virginia,"8,294",31,0,4,2,25,172,19,143,10,2
MINNESOTA,2023,Wabasha,"2,607",14,0,1,0,13,30,3,26,1,0
MINNESOTA,2023,Wadena,"4,361",16,0,5,0,11,62,3,57,2,0
MINNESOTA,2023,Waite Park,"8,377",17,1,2,1,13,601,15,572,14,1
MINNESOTA,2023,Walker,994,0,0,0,0,0,9,0,8,1,0
MINNESOTA,2023,Walnut Grove,739,0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Warroad,"1,825",0,0,0,0,0,3,1,1,1,0
MINNESOTA,2023,Waseca,"9,113",14,1,5,1,7,114,11,100,3,0
MINNESOTA,2023,Waterville,"1,757",0,0,0,0,0,2,0,2,0,0
MINNESOTA,2023,Wayzata,"5,932",11,0,2,2,7,98,16,70,12,0
MINNESOTA,2023,Wells,"2,412",2,0,0,0,2,3,1,0,2,0
MINNESOTA,2023,Westbrook,743,0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,West Concord,847,1,0,0,0,1,9,5,4,0,0
MINNESOTA,2023,West Hennepin,"5,245",1,0,0,0,1,10,0,10,0,0
MINNESOTA,2023,West St. Paul,"22,442",45,0,13,16,16,942,67,785,90,2
MINNESOTA,2023,White Bear Lake,"23,097",34,0,4,4,26,398,111,258,29,2
MINNESOTA,2023,Willmar,"21,410",94,0,22,2,70,339,10,285,44,9
MINNESOTA,2023,Windom,"4,709",17,0,4,0,13,40,5,33,2,0
MINNESOTA,2023,Winnebago,"1,391",0,0,0,0,0,0,0,0,0,0
MINNESOTA,2023,Winona,"25,770",39,1,6,2,30,534,59,465,10,5
MINNESOTA,2023,Winsted,"2,218",3,0,1,0,2,10,1,9,0,0
MINNESOTA,2023,Winthrop,"1,318",0,0,0,0,0,3,1,2,0,0
MINNESOTA,2023,Woodbury,"80,153",47,0,9,15,23,"1,041",100,896,45,3
MINNESOTA,2023,Worthington,"13,669",55,0,16,1,38,147,12,126,9,1
MINNESOTA,2023,Wyoming,"8,066",13,1,7,0,5,72,6,64,2,0
MINNESOTA,2023,Zumbrota,"4,118",6,0,2,1,3,20,1,17,2,0
MISSISSIPPI,2023,Ackerman,"1,533",1,0,0,0,1,21,8,12,1,0
MISSISSIPPI,2023,Amory,"6,389",20,4,3,0,13,141,35,100,6,1
MISSISSIPPI,2023,Batesville,"7,249",22,3,2,0,17,234,56,152,26,1
MISSISSIPPI,2023,Bay Springs,"1,602",4,0,0,0,4,31,13,18,0,0
MISSISSIPPI,2023,Bay St. Louis,"11,230",9,1,1,4,3,318,48,245,25,1
MISSISSIPPI,2023,Booneville,"8,923",30,1,5,1,23,345,43,285,17,0
MISSISSIPPI,2023,Brandon,"25,676",22,1,8,1,12,88,14,65,9,1
MISSISSIPPI,2023,Brookhaven,"11,590",34,2,1,7,24,349,186,124,39,2
MISSISSIPPI,2023,Bruce,"1,599",9,0,1,0,8,18,3,15,0,1
MISSISSIPPI,2023,Byhalia,"1,379",3,0,0,1,2,45,10,26,9,0
MISSISSIPPI,2023,Byram,"12,568",13,1,2,3,7,193,12,139,42,3
MISSISSIPPI,2023,Cleveland,"10,261",70,5,3,9,53,352,38,282,32,6
MISSISSIPPI,2023,Clinton,"26,518",29,1,2,9,17,325,31,249,45,0
MISSISSIPPI,2023,Corinth,"14,166",52,2,9,6,35,662,140,483,39,5
MISSISSIPPI,2023,Derma,905,0,0,0,0,0,2,0,2,0,0
MISSISSIPPI,2023,Ellisville,"4,527",7,0,0,1,6,75,28,39,8,0
MISSISSIPPI,2023,Eupora,"2,096",6,0,0,0,6,26,9,14,3,0
MISSISSIPPI,2023,Florence,"4,766",4,0,1,0,3,18,5,6,7,0
MISSISSIPPI,2023,Flowood,"10,679",4,0,0,1,3,222,12,194,16,0
MISSISSIPPI,2023,Forest,"5,287",28,0,0,6,22,96,31,47,18,0
MISSISSIPPI,2023,Fulton,"4,492",6,0,1,0,5,68,5,59,4,0
MISSISSIPPI,2023,Gautier,"18,958",53,2,8,3,40,420,46,302,72,0
MISSISSIPPI,2023,Guntown,"2,425",1,0,1,0,0,21,10,10,1,0
MISSISSIPPI,2023,Hattiesburg,"48,315",123,3,15,17,88,"2,047",269,"1,620",158,5
MISSISSIPPI,2023,Heidelberg,615,3,0,1,0,2,5,2,3,0,0
MISSISSIPPI,2023,Hernando,"18,466",10,0,3,2,5,100,16,75,9,1
MISSISSIPPI,2023,Holly Springs,"6,760",12,0,1,0,11,34,2,22,10,0
MISSISSIPPI,2023,Horn Lake,"26,455",22,4,0,6,12,527,49,353,125,1
MISSISSIPPI,2023,Iuka,"3,073",3,0,2,0,1,46,8,29,9,0
MISSISSIPPI,2023,Kosciusko,"6,845",13,1,3,1,8,122,35,81,6,2
MISSISSIPPI,2023,Laurel,"17,025",173,7,14,11,141,838,194,570,74,4
MISSISSIPPI,2023,Long Beach,"17,251",3,0,2,0,1,181,16,155,10,0
MISSISSIPPI,2023,Louisville,"5,917",37,0,1,4,32,151,14,117,20,1
MISSISSIPPI,2023,Lucedale,"3,048",14,0,4,1,9,137,36,95,6,2
MISSISSIPPI,2023,Lumberton,"1,650",6,1,1,0,4,21,1,17,3,0
MISSISSIPPI,2023,Madison,"27,788",12,0,0,0,12,172,7,164,1,0
MISSISSIPPI,2023,Mathiston,863,2,0,0,0,2,2,1,1,0,0
MISSISSIPPI,2023,Mendenhall,"2,123",3,0,0,0,3,32,13,12,7,0
MISSISSIPPI,2023,Myrtle,488,0,0,0,0,0,4,0,4,0,0
MISSISSIPPI,2023,New Albany,"7,688",10,0,1,1,8,152,23,126,3,0
MISSISSIPPI,2023,Oakland,456,2,0,0,1,1,7,2,3,2,0
MISSISSIPPI,2023,Olive Branch,"47,341",99,0,9,9,81,821,83,607,131,1
MISSISSIPPI,2023,Oxford,"26,918",39,0,15,7,17,477,37,428,12,1
MISSISSIPPI,2023,Pascagoula,"21,492",47,3,8,11,25,886,98,713,75,2
MISSISSIPPI,2023,Pass Christian,"6,369",0,0,0,0,0,121,10,109,2,0
MISSISSIPPI,2023,Petal,"11,338",6,0,0,0,6,43,22,19,2,0
MISSISSIPPI,2023,Picayune,"11,806",45,3,3,4,35,343,55,263,25,0
MISSISSIPPI,2023,Pontotoc,"5,828",18,0,0,1,17,162,16,144,2,0
MISSISSIPPI,2023,Poplarville,"2,808",3,0,0,0,3,38,9,26,3,0
MISSISSIPPI,2023,Purvis,"1,962",2,0,1,0,1,23,2,19,2,0
MISSISSIPPI,2023,Raymond,"1,871",2,0,1,1,0,20,9,9,2,0
MISSISSIPPI,2023,Richland,"7,374",9,0,2,0,7,66,12,49,5,0
MISSISSIPPI,2023,Ridgeland,"24,301",88,1,11,5,71,414,70,300,44,3
MISSISSIPPI,2023,Seminary,290,0,0,0,0,0,1,0,1,0,0
MISSISSIPPI,2023,Senatobia,"8,316",20,0,2,6,12,180,12,153,15,0
MISSISSIPPI,2023,Smithville,513,0,0,0,0,0,5,0,5,0,0
MISSISSIPPI,2023,Southaven,"57,135",122,4,20,21,77,"1,857",145,"1,412",300,2
MISSISSIPPI,2023,Starkville,"24,089",17,1,0,4,12,583,237,308,38,1
MISSISSIPPI,2023,Sumrall,"1,983",1,0,0,0,1,17,4,13,0,0
MISSISSIPPI,2023,Tupelo,"37,663",167,2,34,32,99,"1,615",465,"1,025",125,3
MISSISSIPPI,2023,Union,"1,991",4,0,0,0,4,25,4,20,1,0
MISSISSIPPI,2023,Vardaman,"1,052",1,0,0,0,1,0,0,0,0,0
MISSISSIPPI,2023,Vicksburg,"19,874",127,8,10,26,83,672,101,498,73,1
MISSISSIPPI,2023,Walnut,680,1,0,0,0,1,20,8,11,1,0
MISSISSIPPI,2023,Water Valley,"3,355",12,1,1,2,8,94,11,74,9,0
MISSISSIPPI,2023,Waveland,"6,820",2,0,1,0,1,109,6,102,1,0
MISSISSIPPI,2023,Waynesboro,"4,510",28,1,3,1,23,70,13,50,7,1
MISSISSIPPI,2023,West Point,"9,784",87,0,8,3,76,151,30,102,19,2
MISSISSIPPI,2023,Wiggins,"4,267",9,0,4,1,4,132,23,106,3,0
MISSOURI,2023,Adrian,"1,752",7,0,2,0,5,19,3,12,4,0
MISSOURI,2023,Advance,"1,331",2,0,0,0,2,14,4,8,2,0
MISSOURI,2023,Alma,388,0,0,0,0,0,0,0,0,0,0
MISSOURI,2023,Arnold,"20,837",22,0,4,3,15,388,9,342,37,2
MISSOURI,2023,Ash Grove,"1,491",10,0,0,0,10,24,5,17,2,0
MISSOURI,2023,Ashland,"4,854",6,0,0,0,6,33,10,21,2,0
MISSOURI,2023,Aurora,"7,513",30,0,6,2,22,140,38,85,17,1
MISSOURI,2023,Auxvasse,"1,011",10,0,1,0,9,27,8,18,1,0
MISSOURI,2023,Ava,"3,130",6,0,0,0,6,37,8,27,2,0
MISSOURI,2023,Ballwin,"30,365",22,0,1,2,19,193,11,148,34,0
MISSOURI,2023,Bates City,231,1,0,0,1,0,2,0,1,1,0
MISSOURI,2023,Battlefield,"6,317",12,0,1,1,10,28,5,21,2,0
MISSOURI,2023,Bellefontaine Neighbors,"10,323",104,3,2,5,94,300,30,136,134,0
MISSOURI,2023,Bel-Nor,"1,353",2,0,0,1,1,18,1,8,9,0
MISSOURI,2023,Belton,"26,148",77,1,10,12,54,645,40,533,72,1
MISSOURI,2023,Berkeley,"7,989",152,6,3,11,132,403,32,162,209,3
MISSOURI,2023,Bernie,"1,826",2,0,0,0,2,16,2,13,1,1
MISSOURI,2023,Bertrand,704,1,0,0,1,0,11,6,5,0,0
MISSOURI,2023,Bethany,"2,919",3,0,1,0,2,35,12,19,4,0
MISSOURI,2023,Bismarck,"1,245",3,0,1,0,2,16,1,12,3,0
MISSOURI,2023,Bloomfield,"1,728",3,0,0,0,3,28,3,24,1,0
MISSOURI,2023,Blue Springs,"59,896",113,2,18,19,74,"1,403",94,"1,104",205,2
MISSOURI,2023,Bolivar,"11,321",25,0,11,2,12,229,33,185,11,2
MISSOURI,2023,Bonne Terre,"6,569",8,0,0,0,8,51,2,31,18,0
MISSOURI,2023,Boonville,"7,709",24,0,7,2,15,171,9,152,10,0
MISSOURI,2023,Bourbon,"1,511",2,0,0,0,2,26,0,21,5,0
MISSOURI,2023,Bowling Green,"4,213",1,0,0,0,1,20,3,15,2,0
MISSOURI,2023,Branson,"13,098",51,1,16,1,33,713,39,640,34,2
MISSOURI,2023,Branson West,498,3,0,0,0,3,47,0,47,0,0
MISSOURI,2023,Breckenridge Hills,"4,322",31,1,2,4,24,108,22,47,39,1
MISSOURI,2023,Brentwood,"8,041",9,0,1,4,4,355,20,287,48,0
MISSOURI,2023,Bridgeton,"11,292",80,1,4,10,65,644,38,511,95,2
MISSOURI,2023,Brookfield,"4,072",9,0,1,1,7,48,11,31,6,1
MISSOURI,2023,Buckner,"2,876",9,0,3,0,6,35,8,23,4,1
MISSOURI,2023,Buffalo,"3,477",10,0,3,0,7,44,2,36,6,4
MISSOURI,2023,Butler,"4,259",48,0,8,1,39,126,22,89,15,1
MISSOURI,2023,Byrnes Mill,"3,170",26,0,1,0,25,20,2,16,2,1
MISSOURI,2023,Calverton Park,"1,120",7,0,0,0,7,18,3,7,8,0
MISSOURI,2023,Camdenton,"4,085",21,0,3,2,16,123,14,104,5,0
MISSOURI,2023,Cameron,"8,469",33,0,7,0,26,133,14,106,13,3
MISSOURI,2023,Campbell,"1,525",2,0,0,0,2,18,1,15,2,0
MISSOURI,2023,Canton,"2,737",0,0,0,0,0,22,1,19,2,0
MISSOURI,2023,Cape Girardeau,"40,691",258,1,29,20,208,"1,044",131,803,110,14
MISSOURI,2023,Carl Junction,"8,464",22,0,2,0,20,86,17,60,9,2
MISSOURI,2023,Carrollton,"3,458",9,0,1,0,8,35,13,20,2,1
MISSOURI,2023,Carterville,"1,851",10,0,1,0,9,23,2,19,2,0
MISSOURI,2023,Carthage,"15,446",29,0,8,1,20,214,22,171,21,0
MISSOURI,2023,Caruthersville,"5,178",49,0,1,4,44,106,30,68,8,0
MISSOURI,2023,Center,529,0,0,0,0,0,0,0,0,0,0
MISSOURI,2023,Centralia,"4,739",3,0,1,1,1,64,15,42,7,0
MISSOURI,2023,Charleston,"4,124",37,0,2,2,33,89,12,69,8,2
MISSOURI,2023,Chesterfield,"49,019",34,0,3,3,28,584,48,489,47,1
MISSOURI,2023,Chillicothe,"9,120",31,0,2,1,28,100,22,65,13,0
MISSOURI,2023,Claycomo,"1,362",8,0,1,0,7,61,1,34,26,0
MISSOURI,2023,Clayton,"17,023",13,1,2,1,9,182,20,119,43,1
MISSOURI,2023,Cole Camp,"1,172",0,0,0,0,0,0,0,0,0,0
MISSOURI,2023,Columbia,"129,602",500,10,77,43,370,"3,255",398,"2,410",447,29
MISSOURI,2023,Corder,420,0,0,0,0,0,1,1,0,0,0
MISSOURI,2023,Cottleville,"5,834",4,0,0,0,4,9,2,7,0,0
MISSOURI,2023,Crestwood,"12,135",14,0,4,1,9,169,12,139,18,0
MISSOURI,2023,Creve Coeur,"18,443",11,0,3,0,8,295,21,211,63,0
MISSOURI,2023,Crystal City,"4,698",5,0,0,0,5,13,0,13,0,0
MISSOURI,2023,Cuba,"3,156",10,0,4,0,6,168,16,133,19,0
MISSOURI,2023,De Soto,"6,452",23,0,9,0,14,180,9,153,18,4
MISSOURI,2023,Des Peres,"9,097",3,0,0,2,1,339,10,314,15,1
MISSOURI,2023,Dexter,"7,830",20,1,3,0,16,206,11,179,16,1
MISSOURI,2023,Doniphan,"1,792",4,0,0,0,4,44,6,32,6,0
MISSOURI,2023,Duquesne,"2,450",3,0,2,0,1,59,5,47,7,1
MISSOURI,2023,East Lynne,290,0,0,0,0,0,0,0,0,0,0
MISSOURI,2023,East Prairie,"2,875",8,0,0,0,8,31,1,22,8,0
MISSOURI,2023,Edmundson,842,2,0,1,0,1,75,0,38,37,0
MISSOURI,2023,Eldon,"4,608",10,0,0,0,10,51,4,39,8,0
MISSOURI,2023,El Dorado Springs,"3,625",8,0,1,1,6,78,7,68,3,4
MISSOURI,2023,Ellisville,"9,798",6,0,0,1,5,72,5,62,5,1
MISSOURI,2023,Eureka,"13,242",8,0,1,0,7,88,17,66,5,1
MISSOURI,2023,Excelsior Springs,"10,579",29,0,9,2,18,261,13,221,27,0
MISSOURI,2023,Exeter,744,0,0,0,0,0,0,0,0,0,0
MISSOURI,2023,Fair Play,446,2,0,0,0,2,4,3,1,0,0
MISSOURI,2023,Farmington,"18,345",62,0,16,3,43,715,15,653,47,2
MISSOURI,2023,Ferguson,"17,972",136,6,9,19,102,623,65,330,228,3
MISSOURI,2023,Festus,"13,435",24,1,3,0,20,194,9,159,26,2
MISSOURI,2023,Florissant,"51,045",136,4,20,19,93,"1,163",79,689,395,6
MISSOURI,2023,Fordland,800,0,0,0,0,0,16,0,16,0,0
MISSOURI,2023,Foristell,621,4,0,1,0,3,33,1,28,4,0
MISSOURI,2023,Forsyth,"2,833",4,0,0,0,4,45,1,40,4,1
MISSOURI,2023,Fredericktown,"4,599",8,0,1,0,7,79,9,63,7,0
MISSOURI,2023,Frontenac,"4,055",5,0,0,2,3,102,9,86,7,0
MISSOURI,2023,Fulton,"12,766",15,0,2,1,12,128,16,100,12,0
MISSOURI,2023,Galena,475,0,0,0,0,0,6,1,5,0,0
MISSOURI,2023,Gerald,"1,351",1,0,0,0,1,8,1,7,0,0
MISSOURI,2023,Gideon,729,0,0,0,0,0,1,0,1,0,0
MISSOURI,2023,Gladstone,"26,807",92,0,17,6,69,548,48,404,96,0
MISSOURI,2023,Glendale,"6,031",1,0,0,0,1,21,2,19,0,0
MISSOURI,2023,Grain Valley,"16,432",39,2,12,3,22,198,13,142,43,1
MISSOURI,2023,Granby,"2,089",2,0,0,0,2,14,2,11,1,0
MISSOURI,2023,Greenfield,"1,227",5,0,0,0,5,19,3,13,3,0
MISSOURI,2023,Greenwood,"6,119",6,0,1,0,5,23,12,8,3,0
MISSOURI,2023,Hannibal,"16,870",57,1,5,4,47,453,43,396,14,6
MISSOURI,2023,Hardin,558,0,0,0,0,0,0,0,0,0,0
MISSOURI,2023,Harrisonville,"9,720",46,0,6,1,39,174,32,125,17,0
MISSOURI,2023,Hazelwood,"24,861",133,3,8,16,106,717,66,398,253,3
MISSOURI,2023,Herculaneum,"5,406",5,0,0,0,5,47,3,41,3,0
MISSOURI,2023,Hermann,"2,202",5,1,3,0,1,25,3,21,1,0
MISSOURI,2023,Higginsville,"4,722",1,0,0,0,1,43,0,37,6,0
MISSOURI,2023,Hillsboro,"3,495",10,0,0,1,9,40,7,31,2,1
MISSOURI,2023,Holcomb,603,1,0,1,0,0,4,1,3,0,0
MISSOURI,2023,Holden,"2,245",1,0,0,1,0,29,13,11,5,0
MISSOURI,2023,Hollister,"4,706",5,0,0,0,5,67,4,61,2,0
MISSOURI,2023,Hornersville,505,0,0,0,0,0,3,2,1,0,0
MISSOURI,2023,Houston,"2,207",10,1,7,0,2,120,11,105,4,1
MISSOURI,2023,Humansville,947,0,0,0,0,0,1,1,0,0,0
MISSOURI,2023,Independence,"120,326",242,7,35,36,164,"1,597",226,966,405,9
MISSOURI,2023,Jackson,"15,836",25,1,5,1,18,177,20,144,13,4
MISSOURI,2023,Jefferson City,"42,535",135,2,39,19,75,867,83,701,83,8
MISSOURI,2023,Joplin,"52,881",260,2,40,35,183,"2,687",332,"2,066",289,43
MISSOURI,2023,Kansas City,"509,855","7,534",181,400,"1,230","5,723","25,281","2,802","13,426","9,053",112
MISSOURI,2023,Kearney,"11,147",26,0,8,3,15,91,1,83,7,0
MISSOURI,2023,Kennett,"10,103",59,1,11,5,42,362,40,300,22,9
MISSOURI,2023,Kimberling City,"2,407",5,0,0,0,5,2,0,0,2,0
MISSOURI,2023,Kirksville,"17,451",66,1,9,0,56,488,60,400,28,4
MISSOURI,2023,Kirkwood,"29,193",47,0,2,8,37,436,16,360,60,1
MISSOURI,2023,Knob Noster,"2,859",8,0,3,0,5,17,2,10,5,0
MISSOURI,2023,Ladue,"8,869",6,0,1,0,5,70,11,52,7,0
MISSOURI,2023,Lake Lafayette,289,1,1,0,0,0,7,0,5,2,0
MISSOURI,2023,Lake Lotawana,"2,477",1,0,0,0,1,19,6,8,5,0
