State,Year,Metropolitan/Nonmetropolitan,County,"Violent 
Crime",Murder and nonnegligent manslaughter,Rape1,Robbery,Aggravated assault,"Property 
Crime",Burglary,Larceny-theft,Motor vehicle theft,Arson2
MISSOURI ,2023, Metropolitan Counties,Jackson,102,0,7,9,86,350,87,192,71,6
MISSOURI ,2023, Metropolitan Counties,Jasper,71,0,10,5,56,393,64,247,82,3
MISSOURI ,2023, Metropolitan Counties,Jefferson,534,0,35,12,487,"1,413",297,863,253,14
MISSOURI ,2023, Metropolitan Counties,Lafayette,41,0,8,0,33,78,11,46,21,2
MISSOURI ,2023, Metropolitan Counties,Lincoln,131,3,14,0,114,222,47,122,53,3
MISSOURI ,2023, Metropolitan Counties,Moniteau,9,0,3,0,6,6,2,4,0,0
MISSOURI ,2023, Metropolitan Counties,Newton,76,1,23,2,50,524,104,338,82,2
MISSOURI ,2023, Metropolitan Counties,Osage,9,0,6,2,1,67,14,50,3,0
MISSOURI ,2023, Metropolitan Counties,Platte,59,1,8,0,50,220,25,168,27,1
MISSOURI ,2023, Metropolitan Counties,Polk,62,2,27,1,32,200,46,113,41,5
MISSOURI ,2023, Metropolitan Counties,Ray,91,0,11,1,79,110,28,64,18,2
MISSOURI ,2023, Metropolitan Counties,St. Charles,0,0,0,0,0,1,0,0,1,0
MISSOURI ,2023, Metropolitan Counties,St. Charles County Police Department,113,1,26,1,85,215,17,150,48,1
MISSOURI ,2023, Metropolitan Counties,St. Louis County Police Department,"1,937",32,99,237,"1,569","7,378",821,"4,370","2,187",76
MISSOURI ,2023, Metropolitan Counties,Warren,14,0,5,1,8,113,17,74,22,3
MISSOURI ,2023, Metropolitan Counties,Webster,56,0,4,1,51,99,23,59,17,2
MISSOURI ,2023, Nonmetropolitan Counties,Audrain,23,1,3,0,19,89,29,49,11,2
MISSOURI ,2023, Nonmetropolitan Counties,Barry,39,0,8,0,31,186,43,107,36,1
MISSOURI ,2023, Nonmetropolitan Counties,Barton,17,0,1,3,13,95,16,50,29,13
MISSOURI ,2023, Nonmetropolitan Counties,Benton,20,0,4,1,15,93,28,46,19,3
MISSOURI ,2023, Nonmetropolitan Counties,Butler,82,0,14,4,64,416,67,264,85,4
MISSOURI ,2023, Nonmetropolitan Counties,Camden,79,1,18,0,60,243,50,141,52,1
MISSOURI ,2023, Nonmetropolitan Counties,Carroll,4,0,0,0,4,8,1,4,3,0
MISSOURI ,2023, Nonmetropolitan Counties,Cedar,47,1,5,0,41,149,94,39,16,0
MISSOURI ,2023, Nonmetropolitan Counties,Chariton,31,0,4,1,26,47,10,32,5,0
MISSOURI ,2023, Nonmetropolitan Counties,Clark,0,0,0,0,0,67,26,34,7,0
MISSOURI ,2023, Nonmetropolitan Counties,Dade,41,2,4,0,35,83,42,31,10,2
MISSOURI ,2023, Nonmetropolitan Counties,Daviess,7,0,2,0,5,70,14,51,5,2
MISSOURI ,2023, Nonmetropolitan Counties,Dent,19,0,3,0,16,51,11,30,10,1
MISSOURI ,2023, Nonmetropolitan Counties,Douglas,25,0,4,0,21,13,6,7,0,0
MISSOURI ,2023, Nonmetropolitan Counties,Dunklin,29,1,8,1,19,84,18,52,14,1
MISSOURI ,2023, Nonmetropolitan Counties,Gasconade,3,1,1,0,1,92,28,47,17,0
MISSOURI ,2023, Nonmetropolitan Counties,Grundy,1,0,0,0,1,5,0,5,0,0
MISSOURI ,2023, Nonmetropolitan Counties,Henry,106,0,20,0,86,292,142,120,30,4
MISSOURI ,2023, Nonmetropolitan Counties,Hickory,2,0,1,0,1,41,11,22,8,1
MISSOURI ,2023, Nonmetropolitan Counties,Howell,46,1,8,0,37,194,38,131,25,3
MISSOURI ,2023, Nonmetropolitan Counties,Iron,15,0,7,0,8,30,6,16,8,1
MISSOURI ,2023, Nonmetropolitan Counties,Johnson,38,2,7,2,27,199,49,122,28,2
MISSOURI ,2023, Nonmetropolitan Counties,Laclede,19,0,2,0,17,126,10,92,24,0
MISSOURI ,2023, Nonmetropolitan Counties,Lawrence,36,0,12,1,23,184,44,103,37,3
MISSOURI ,2023, Nonmetropolitan Counties,Lewis,0,0,0,0,0,18,2,15,1,0
MISSOURI ,2023, Nonmetropolitan Counties,Linn,5,0,1,0,4,6,1,3,2,0
MISSOURI ,2023, Nonmetropolitan Counties,Livingston,8,0,2,1,5,19,7,10,2,0
MISSOURI ,2023, Nonmetropolitan Counties,Macon,10,0,3,0,7,47,15,27,5,0
MISSOURI ,2023, Nonmetropolitan Counties,Marion,3,0,0,0,3,47,10,33,4,1
MISSOURI ,2023, Nonmetropolitan Counties,McDonald,110,0,6,0,104,147,22,94,31,2
MISSOURI ,2023, Nonmetropolitan Counties,Miller,53,0,10,0,43,79,13,51,15,0
MISSOURI ,2023, Nonmetropolitan Counties,Mississippi,1,0,1,0,0,51,8,40,3,0
MISSOURI ,2023, Nonmetropolitan Counties,Monroe,21,0,2,1,18,42,4,36,2,0
MISSOURI ,2023, Nonmetropolitan Counties,Montgomery,8,0,1,0,7,49,9,32,8,0
MISSOURI ,2023, Nonmetropolitan Counties,Morgan,69,1,4,0,64,45,10,28,7,0
MISSOURI ,2023, Nonmetropolitan Counties,New Madrid,40,0,3,0,37,117,24,70,23,0
MISSOURI ,2023, Nonmetropolitan Counties,Nodaway,13,0,2,0,11,52,8,37,7,1
MISSOURI ,2023, Nonmetropolitan Counties,Ozark,25,0,9,0,16,25,6,18,1,0
MISSOURI ,2023, Nonmetropolitan Counties,Pemiscot,20,1,5,0,14,51,4,40,7,0
MISSOURI ,2023, Nonmetropolitan Counties,Perry,25,0,4,0,21,21,3,11,7,0
MISSOURI ,2023, Nonmetropolitan Counties,Pettis,39,0,20,1,18,171,34,108,29,1
MISSOURI ,2023, Nonmetropolitan Counties,Phelps,41,3,15,1,22,213,40,138,35,4
MISSOURI ,2023, Nonmetropolitan Counties,Pike,23,0,1,1,21,62,19,38,5,1
MISSOURI ,2023, Nonmetropolitan Counties,Ralls,8,1,2,1,4,26,3,19,4,0
MISSOURI ,2023, Nonmetropolitan Counties,Randolph,43,0,3,1,39,25,8,14,3,0
MISSOURI ,2023, Nonmetropolitan Counties,Ripley,4,0,1,0,3,38,17,16,5,1
MISSOURI ,2023, Nonmetropolitan Counties,Saline,66,2,4,1,59,68,13,42,13,3
MISSOURI ,2023, Nonmetropolitan Counties,Schuyler,17,0,5,0,12,35,4,30,1,0
MISSOURI ,2023, Nonmetropolitan Counties,Shelby,0,0,0,0,0,6,2,4,0,0
MISSOURI ,2023, Nonmetropolitan Counties,St. Clair,12,0,4,0,8,69,25,33,11,0
MISSOURI ,2023, Nonmetropolitan Counties,Ste. Genevieve,53,0,9,0,44,90,14,49,27,1
MISSOURI ,2023, Nonmetropolitan Counties,St. Francois,69,0,23,0,46,246,51,129,66,1
MISSOURI ,2023, Nonmetropolitan Counties,Stoddard,46,0,19,1,26,136,26,83,27,0
MISSOURI ,2023, Nonmetropolitan Counties,Stone,40,0,11,0,29,305,66,180,59,3
MISSOURI ,2023, Nonmetropolitan Counties,Taney,104,1,15,2,86,228,50,138,40,2
MISSOURI ,2023, Nonmetropolitan Counties,Texas,38,1,16,0,21,137,19,99,19,3
MISSOURI ,2023, Nonmetropolitan Counties,Vernon,30,0,6,1,23,145,20,101,24,0
MISSOURI ,2023, Nonmetropolitan Counties,Washington,55,0,16,4,35,190,38,90,62,6
MISSOURI ,2023, Nonmetropolitan Counties,Wayne,35,1,3,0,31,89,27,52,10,1
MISSOURI ,2023, Nonmetropolitan Counties,Worth,0,0,0,0,0,3,0,2,1,0
MISSOURI ,2023, Nonmetropolitan Counties,Wright,15,1,6,0,8,13,2,8,3,0
MONTANA ,2023, Metropolitan Counties,Broadwater,30,0,0,1,29,15,5,8,2,0
MONTANA ,2023, Metropolitan Counties,Carbon,8,0,1,0,7,30,2,24,4,0
MONTANA ,2023, Metropolitan Counties,Cascade,90,1,7,3,79,203,37,144,22,3
MONTANA ,2023, Metropolitan Counties,Gallatin,195,1,35,3,156,425,37,321,67,0
MONTANA ,2023, Metropolitan Counties,Jefferson,32,0,5,0,27,95,15,65,15,0
MONTANA ,2023, Metropolitan Counties,Lewis and Clark,74,0,14,1,59,228,39,146,43,5
MONTANA ,2023, Metropolitan Counties,Missoula,105,1,11,0,93,307,63,207,37,3
MONTANA ,2023, Metropolitan Counties,Stillwater,20,0,1,0,19,45,6,31,8,1
MONTANA ,2023, Metropolitan Counties,Yellowstone,149,0,18,5,126,600,88,408,104,5
MONTANA ,2023, Nonmetropolitan Counties,Beaverhead,10,0,2,0,8,15,3,9,3,0
MONTANA ,2023, Nonmetropolitan Counties,Big Horn,59,0,3,0,56,79,9,52,18,2
MONTANA ,2023, Nonmetropolitan Counties,Butte-Silver Bow,126,0,16,5,105,808,58,640,110,5
MONTANA ,2023, Nonmetropolitan Counties,Carter,0,0,0,0,0,0,0,0,0,0
MONTANA ,2023, Nonmetropolitan Counties,Chouteau,8,0,1,0,7,10,0,10,0,0
MONTANA ,2023, Nonmetropolitan Counties,Dawson,13,0,3,0,10,35,3,30,2,0
MONTANA ,2023, Nonmetropolitan Counties,Deer Lodge,31,0,2,0,29,83,12,62,9,0
MONTANA ,2023, Nonmetropolitan Counties,Fergus,7,0,1,0,6,8,2,4,2,0
MONTANA ,2023, Nonmetropolitan Counties,Flathead,215,1,18,4,192,652,94,438,120,9
MONTANA ,2023, Nonmetropolitan Counties,Glacier,10,0,0,0,10,23,3,16,4,0
MONTANA ,2023, Nonmetropolitan Counties,Golden Valley,2,1,0,0,1,0,0,0,0,0
MONTANA ,2023, Nonmetropolitan Counties,Granite,16,0,0,0,16,34,3,31,0,0
MONTANA ,2023, Nonmetropolitan Counties,Hill,32,0,1,2,29,117,10,94,13,1
MONTANA ,2023, Nonmetropolitan Counties,Judith Basin,2,1,0,0,1,1,0,1,0,0
MONTANA ,2023, Nonmetropolitan Counties,Lake,137,1,15,1,120,244,40,146,58,2
MONTANA ,2023, Nonmetropolitan Counties,Liberty,3,0,1,0,2,6,0,3,3,0
MONTANA ,2023, Nonmetropolitan Counties,Lincoln,29,1,4,0,24,52,4,45,3,2
MONTANA ,2023, Nonmetropolitan Counties,Madison,16,0,1,0,15,18,2,14,2,0
MONTANA ,2023, Nonmetropolitan Counties,McCone,1,0,0,0,1,2,1,1,0,0
MONTANA ,2023, Nonmetropolitan Counties,Mineral,17,2,2,0,13,24,6,14,4,0
MONTANA ,2023, Nonmetropolitan Counties,Musselshell,9,0,1,0,8,25,6,15,4,0
MONTANA ,2023, Nonmetropolitan Counties,Park,21,0,1,0,20,41,5,31,5,1
MONTANA ,2023, Nonmetropolitan Counties,Petroleum,0,0,0,0,0,1,0,1,0,0
MONTANA ,2023, Nonmetropolitan Counties,Phillips,18,0,6,0,12,32,1,21,10,0
MONTANA ,2023, Nonmetropolitan Counties,Pondera,2,0,0,0,2,19,1,16,2,0
MONTANA ,2023, Nonmetropolitan Counties,Powder River,0,0,0,0,0,1,0,1,0,0
MONTANA ,2023, Nonmetropolitan Counties,Powell,25,1,6,0,18,11,2,8,1,0
MONTANA ,2023, Nonmetropolitan Counties,Prairie,2,1,0,0,1,1,0,0,1,1
MONTANA ,2023, Nonmetropolitan Counties,Ravalli,90,0,8,0,82,201,20,151,30,2
MONTANA ,2023, Nonmetropolitan Counties,Richland,2,0,0,0,2,15,3,8,4,0
MONTANA ,2023, Nonmetropolitan Counties,Roosevelt,33,0,0,0,33,27,5,12,10,0
MONTANA ,2023, Nonmetropolitan Counties,Rosebud,8,0,3,0,5,6,1,3,2,0
MONTANA ,2023, Nonmetropolitan Counties,Sanders,35,0,7,1,27,29,3,25,1,0
MONTANA ,2023, Nonmetropolitan Counties,Sheridan,13,0,2,0,11,45,7,32,6,0
MONTANA ,2023, Nonmetropolitan Counties,Sweet Grass,7,0,1,0,6,26,0,15,11,0
MONTANA ,2023, Nonmetropolitan Counties,Teton,9,0,2,0,7,25,3,21,1,0
MONTANA ,2023, Nonmetropolitan Counties,Toole,18,0,2,0,16,58,1,54,3,1
MONTANA ,2023, Nonmetropolitan Counties,Treasure,2,0,0,0,2,0,0,0,0,0
MONTANA ,2023, Nonmetropolitan Counties,Valley,3,0,0,0,3,9,0,6,3,0
MONTANA ,2023, Nonmetropolitan Counties,Wheatland,7,0,0,0,7,2,1,1,0,0
NEBRASKA ,2023, Metropolitan Counties,Cass,16,0,3,1,12,99,19,66,14,0
NEBRASKA ,2023, Metropolitan Counties,Dakota,17,0,2,1,14,20,2,11,7,0
NEBRASKA ,2023, Metropolitan Counties,Douglas,74,4,20,4,46,670,112,429,129,11
NEBRASKA ,2023, Metropolitan Counties,Hall,7,0,1,2,4,96,19,71,6,0
NEBRASKA ,2023, Metropolitan Counties,Lancaster,7,0,6,1,0,170,20,128,22,2
NEBRASKA ,2023, Metropolitan Counties,Sarpy,23,0,17,5,1,753,67,563,123,1
NEBRASKA ,2023, Metropolitan Counties,Saunders,6,0,4,1,1,44,12,25,7,0
NEBRASKA ,2023, Metropolitan Counties,Seward,5,0,0,0,5,21,5,10,6,0
NEBRASKA ,2023, Nonmetropolitan Counties,Adams,6,0,0,0,6,45,6,29,10,0
NEBRASKA ,2023, Nonmetropolitan Counties,Box Butte,2,0,2,0,0,10,5,4,1,0
NEBRASKA ,2023, Nonmetropolitan Counties,Buffalo,27,0,9,1,17,75,6,62,7,0
NEBRASKA ,2023, Nonmetropolitan Counties,Burt,1,0,0,0,1,1,0,0,1,1
NEBRASKA ,2023, Nonmetropolitan Counties,Cedar,0,0,0,0,0,27,6,19,2,0
NEBRASKA ,2023, Nonmetropolitan Counties,Chase,2,0,0,0,2,6,1,4,1,0
NEBRASKA ,2023, Nonmetropolitan Counties,Cheyenne,8,0,0,0,8,10,1,9,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Colfax,1,0,0,0,1,8,4,4,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Custer,3,0,1,0,2,11,4,6,1,0
NEBRASKA ,2023, Nonmetropolitan Counties,Dawes,2,0,0,0,2,2,0,2,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Dixon,3,0,3,0,0,8,0,5,3,0
NEBRASKA ,2023, Nonmetropolitan Counties,Furnas,6,0,1,0,5,27,11,14,2,1
NEBRASKA ,2023, Nonmetropolitan Counties,Gage,7,0,1,0,6,24,8,14,2,0
NEBRASKA ,2023, Nonmetropolitan Counties,Garfield,0,0,0,0,0,3,1,1,1,0
NEBRASKA ,2023, Nonmetropolitan Counties,Gosper,0,0,0,0,0,0,0,0,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Grant,0,0,0,0,0,0,0,0,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Hitchcock,2,0,0,0,2,23,3,15,5,0
NEBRASKA ,2023, Nonmetropolitan Counties,Jefferson,8,0,1,1,6,68,7,58,3,2
NEBRASKA ,2023, Nonmetropolitan Counties,Kearney,1,0,0,0,1,19,4,11,4,1
NEBRASKA ,2023, Nonmetropolitan Counties,Keith,3,0,2,0,1,13,5,7,1,0
NEBRASKA ,2023, Nonmetropolitan Counties,Keya Paha,0,0,0,0,0,0,0,0,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Madison,13,0,4,0,9,12,5,3,4,3
NEBRASKA ,2023, Nonmetropolitan Counties,McPherson,0,0,0,0,0,0,0,0,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Morrill,2,0,0,0,2,19,1,18,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Otoe,4,0,4,0,0,29,2,24,3,0
NEBRASKA ,2023, Nonmetropolitan Counties,Perkins,1,0,0,0,1,21,1,19,1,0
NEBRASKA ,2023, Nonmetropolitan Counties,Pierce,3,0,2,0,1,18,3,11,4,0
NEBRASKA ,2023, Nonmetropolitan Counties,Polk,2,0,0,0,2,16,3,13,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Red Willow,0,0,0,0,0,18,7,10,1,4
NEBRASKA ,2023, Nonmetropolitan Counties,Richardson,3,0,0,0,3,8,3,5,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Saline,4,0,1,0,3,28,1,26,1,0
NEBRASKA ,2023, Nonmetropolitan Counties,Sheridan,2,0,0,0,2,5,0,2,3,0
NEBRASKA ,2023, Nonmetropolitan Counties,Stanton,0,0,0,0,0,0,0,0,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,Thayer,3,0,0,0,3,12,3,8,1,0
NEBRASKA ,2023, Nonmetropolitan Counties,Thomas,1,0,0,0,1,0,0,0,0,0
NEBRASKA ,2023, Nonmetropolitan Counties,York,8,0,4,0,4,19,3,14,2,0
NEVADA ,2023, Metropolitan Counties,Carson City,158,1,36,8,113,502,89,349,64,8
NEVADA ,2023, Metropolitan Counties,Lyon,190,4,39,3,144,401,105,228,68,9
NEVADA ,2023, Metropolitan Counties,Washoe,351,6,48,28,269,680,158,426,96,10
NEVADA ,2023, Nonmetropolitan Counties,Churchill,16,1,1,0,14,113,32,66,15,1
NEVADA ,2023, Nonmetropolitan Counties,Douglas,58,2,19,5,32,367,47,291,29,3
NEVADA ,2023, Nonmetropolitan Counties,Elko,55,2,22,0,31,147,27,91,29,2
NEVADA ,2023, Nonmetropolitan Counties,Eureka,16,1,4,0,11,39,9,24,6,1
NEVADA ,2023, Nonmetropolitan Counties,Humboldt,20,0,4,1,15,100,37,33,30,2
NEVADA ,2023, Nonmetropolitan Counties,Lander,22,0,4,3,15,81,26,44,11,1
NEVADA ,2023, Nonmetropolitan Counties,Mineral,5,0,0,0,5,33,6,12,15,0
NEVADA ,2023, Nonmetropolitan Counties,Nye,140,4,22,16,98,800,195,481,124,12
NEVADA ,2023, Nonmetropolitan Counties,White Pine,23,1,6,0,16,77,30,34,13,1
NEW HAMPSHIRE ,2023, Metropolitan Counties,Rockingham,3,0,1,0,2,6,0,5,1,0
NEW HAMPSHIRE ,2023, Metropolitan Counties,Strafford,6,0,4,0,2,2,0,2,0,0
NEW HAMPSHIRE ,2023, Nonmetropolitan Counties,Belknap,3,0,1,0,2,10,0,10,0,0
NEW HAMPSHIRE ,2023, Nonmetropolitan Counties,Carroll,0,0,0,0,0,21,4,16,1,0
NEW HAMPSHIRE ,2023, Nonmetropolitan Counties,Cheshire,0,0,0,0,0,3,0,3,0,0
NEW HAMPSHIRE ,2023, Nonmetropolitan Counties,Merrimack,1,0,1,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Atlantic,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Bergen,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Burlington,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Camden,0,0,0,0,0,25,0,23,2,1
NEW JERSEY ,2023, Metropolitan Counties,Cape May,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Cumberland,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Essex,50,1,1,16,32,101,19,76,6,1
NEW JERSEY ,2023, Metropolitan Counties,Gloucester,0,0,0,0,0,2,0,2,0,0
NEW JERSEY ,2023, Metropolitan Counties,Hudson,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Hunterdon,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Mercer,3,0,0,0,3,5,0,5,0,0
NEW JERSEY ,2023, Metropolitan Counties,Middlesex,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Monmouth,14,0,0,0,14,1,0,1,0,0
NEW JERSEY ,2023, Metropolitan Counties,Morris,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Passaic,0,0,0,0,0,4,0,1,3,0
NEW JERSEY ,2023, Metropolitan Counties,Salem,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Somerset,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Sussex,0,0,0,0,0,0,0,0,0,0
NEW JERSEY ,2023, Metropolitan Counties,Warren,0,0,0,0,0,0,0,0,0,0
NEW MEXICO ,2023, Metropolitan Counties,Bernalillo,779,15,68,77,619,"2,018",383,"1,157",478,8
NEW MEXICO ,2023, Metropolitan Counties,Dona Ana,274,2,38,13,221,"1,017",252,553,212,5
NEW MEXICO ,2023, Metropolitan Counties,San Juan,270,3,49,9,209,481,115,294,72,4
NEW MEXICO ,2023, Metropolitan Counties,Santa Fe,104,3,12,5,84,323,146,122,55,2
NEW MEXICO ,2023, Metropolitan Counties,Torrance,53,1,0,1,51,146,70,50,26,0
NEW MEXICO ,2023, Metropolitan Counties,Valencia,200,0,24,6,170,554,217,226,111,6
NEW MEXICO ,2023, Nonmetropolitan Counties,Chaves,81,4,9,1,67,156,42,68,46,0
NEW MEXICO ,2023, Nonmetropolitan Counties,Curry,26,0,3,0,23,103,41,44,18,5
NEW MEXICO ,2023, Nonmetropolitan Counties,De Baca,12,0,2,1,9,12,2,8,2,0
NEW MEXICO ,2023, Nonmetropolitan Counties,Eddy,56,0,11,1,44,302,47,203,52,2
NEW MEXICO ,2023, Nonmetropolitan Counties,Guadalupe,0,0,0,0,0,9,2,6,1,0
NEW MEXICO ,2023, Nonmetropolitan Counties,Hidalgo,3,0,1,0,2,9,3,1,5,0
NEW MEXICO ,2023, Nonmetropolitan Counties,Lea,78,1,12,4,61,582,121,369,92,0
NEW MEXICO ,2023, Nonmetropolitan Counties,McKinley,65,0,5,6,54,159,37,101,21,1
NEW MEXICO ,2023, Nonmetropolitan Counties,Mora,13,1,0,0,12,7,2,4,1,0
NEW MEXICO ,2023, Nonmetropolitan Counties,Quay,1,0,1,0,0,27,6,16,5,1
NEW MEXICO ,2023, Nonmetropolitan Counties,Sierra,18,2,1,0,15,50,19,28,3,1
NEW MEXICO ,2023, Nonmetropolitan Counties,Socorro,24,4,3,0,17,66,25,28,13,1
NEW YORK ,2023, Metropolitan Counties,Broome,44,1,12,2,29,552,78,432,42,2
NEW YORK ,2023, Metropolitan Counties,Chemung,14,0,0,1,13,167,26,137,4,2
NEW YORK ,2023, Metropolitan Counties,Dutchess,40,1,10,4,25,337,41,279,17,0
NEW YORK ,2023, Metropolitan Counties,Erie,53,1,11,8,33,525,57,416,52,5
NEW YORK ,2023, Metropolitan Counties,Herkimer,0,0,0,0,0,22,0,22,0,0
NEW YORK ,2023, Metropolitan Counties,Jefferson,11,0,3,0,8,164,11,151,2,0
NEW YORK ,2023, Metropolitan Counties,Livingston,21,0,2,1,18,218,25,174,19,2
NEW YORK ,2023, Metropolitan Counties,Madison,15,1,2,3,9,101,23,71,7,
NEW YORK ,2023, Metropolitan Counties,Monroe,199,5,20,44,130,"2,258",258,"1,677",323,9
NEW YORK ,2023, Metropolitan Counties,Nassau,"1,868",9,60,467,"1,332","14,609","1,028","12,981",600,
NEW YORK ,2023, Metropolitan Counties,Niagara,38,0,6,5,27,570,117,405,48,4
NEW YORK ,2023, Metropolitan Counties,Oneida,54,0,43,0,11,202,54,137,11,4
NEW YORK ,2023, Metropolitan Counties,Onondaga,211,2,39,37,133,"1,481",229,"1,027",225,3
NEW YORK ,2023, Metropolitan Counties,Ontario,48,0,11,3,34,627,67,521,39,1
NEW YORK ,2023, Metropolitan Counties,Orleans,15,0,1,0,14,101,28,66,7,1
NEW YORK ,2023, Metropolitan Counties,Oswego,52,0,2,2,48,200,34,145,21,0
NEW YORK ,2023, Metropolitan Counties,Putnam,13,0,4,2,7,192,20,170,2,0
NEW YORK ,2023, Metropolitan Counties,Rensselaer,29,0,4,1,24,223,27,187,9,2
NEW YORK ,2023, Metropolitan Counties,Saratoga,102,0,25,7,70,"1,325",112,"1,184",29,9
NEW YORK ,2023, Metropolitan Counties,Schenectady,0,0,0,0,0,5,0,5,0,0
NEW YORK ,2023, Metropolitan Counties,Schoharie,0,0,0,0,0,14,3,10,1,0
NEW YORK ,2023, Metropolitan Counties,Suffolk,39,0,0,2,37,0,0,0,0,0
NEW YORK ,2023, Metropolitan Counties,Suffolk County Police Department,643,15,69,135,424,"7,638",294,"6,823",521,
NEW YORK ,2023, Metropolitan Counties,Tioga,16,0,0,1,15,115,35,79,1,0
NEW YORK ,2023, Metropolitan Counties,Tompkins,35,0,1,0,34,270,34,229,7,
NEW YORK ,2023, Metropolitan Counties,Ulster,14,1,2,0,11,99,9,86,4,2
NEW YORK ,2023, Metropolitan Counties,Warren,34,0,14,3,17,565,74,478,13,2
NEW YORK ,2023, Metropolitan Counties,Washington,28,1,12,3,12,130,10,108,12,0
NEW YORK ,2023, Metropolitan Counties,Wayne,63,0,21,1,41,318,45,245,28,2
NEW YORK ,2023, Metropolitan Counties,Westchester Public Safety,10,2,0,4,4,153,7,142,4,0
NEW YORK ,2023, Nonmetropolitan Counties,Cattaraugus,32,1,6,1,24,189,44,133,12,1
NEW YORK ,2023, Nonmetropolitan Counties,Chautauqua,39,0,19,1,19,339,78,241,20,8
NEW YORK ,2023, Nonmetropolitan Counties,Columbia,19,0,1,1,17,243,35,203,5,0
NEW YORK ,2023, Nonmetropolitan Counties,Cortland,10,0,2,2,6,258,37,215,6,2
NEW YORK ,2023, Nonmetropolitan Counties,Delaware,14,0,4,0,10,72,15,53,4,0
NEW YORK ,2023, Nonmetropolitan Counties,Franklin,0,0,0,0,0,0,0,0,0,0
NEW YORK ,2023, Nonmetropolitan Counties,Fulton,14,0,1,1,12,151,23,119,9,2
NEW YORK ,2023, Nonmetropolitan Counties,Genesee,25,0,8,5,12,295,27,241,27,4
NEW YORK ,2023, Nonmetropolitan Counties,Greene,4,0,3,0,1,27,3,20,4,1
NEW YORK ,2023, Nonmetropolitan Counties,Lewis,6,0,0,0,6,43,11,32,0,0
NEW YORK ,2023, Nonmetropolitan Counties,Montgomery,14,0,0,1,13,205,14,186,5,0
NEW YORK ,2023, Nonmetropolitan Counties,Otsego,1,0,1,0,0,19,3,14,2,0
NEW YORK ,2023, Nonmetropolitan Counties,Schuyler,3,0,0,0,3,29,8,20,1,0
NEW YORK ,2023, Nonmetropolitan Counties,Seneca,6,0,0,1,5,94,9,81,4,0
NEW YORK ,2023, Nonmetropolitan Counties,Steuben,23,0,1,2,20,118,20,83,15,4
NEW YORK ,2023, Nonmetropolitan Counties,St. Lawrence,12,1,3,0,8,37,14,22,1,0
NEW YORK ,2023, Nonmetropolitan Counties,Sullivan,21,0,3,2,16,254,21,230,3,0
NEW YORK ,2023, Nonmetropolitan Counties,Wyoming,12,0,2,0,10,92,12,76,4,0
NEW YORK ,2023, Nonmetropolitan Counties,Yates,12,0,8,0,4,67,11,55,1,0
NORTH CAROLINA ,2023, Metropolitan Counties,Alamance,179,0,14,4,161,556,112,366,78,9
NORTH CAROLINA ,2023, Metropolitan Counties,Alexander,99,1,7,2,89,303,103,175,25,0
NORTH CAROLINA ,2023, Metropolitan Counties,Anson,36,2,4,2,28,137,60,63,14,3
NORTH CAROLINA ,2023, Metropolitan Counties,Brunswick,189,1,31,4,153,785,267,461,57,5
NORTH CAROLINA ,2023, Metropolitan Counties,Buncombe,178,0,9,8,161,"1,140",289,643,208,9
NORTH CAROLINA ,2023, Metropolitan Counties,Burke,169,2,23,12,132,809,247,490,72,9
NORTH CAROLINA ,2023, Metropolitan Counties,Cabarrus,58,0,2,9,47,498,93,355,50,2
NORTH CAROLINA ,2023, Metropolitan Counties,Caldwell,65,1,8,3,53,718,189,463,66,7
NORTH CAROLINA ,2023, Metropolitan Counties,Camden,12,1,1,0,10,70,18,43,9,0
NORTH CAROLINA ,2023, Metropolitan Counties,Chatham,121,2,17,4,98,498,135,305,58,0
