State,Year,Metropolitan/Nonmetropolitan,County,Violent_Crime,Murder_and_nonnegligent_manslaughter,Rape1,Robbery,Aggravated_assault,Property_Crime,Burglary,Larceny-theft,Motor_vehicle_theft,Arson2
Oklahoma,2020,METROPOLITAN COUNTIES,Wagoner,78.0,0.0,6,5,67,317.0,96,184,37,11.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Adair,31.0,2.0,4,0,25,132.0,43,52,37,7.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Alfalfa,2.0,0.0,0,0,2,39.0,7,26,6,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Atoka,7.0,0.0,0,0,7,45.0,10,30,5,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Beaver,4.0,0.0,0,0,4,27.0,8,16,3,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Beckham,9.0,0.0,2,0,7,80.0,30,42,8,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Blaine,14.0,0.0,0,0,14,86.0,25,51,10,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Bryan,39.0,1.0,9,5,24,235.0,77,120,38,2.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Caddo,16.0,0.0,4,1,11,129.0,45,63,21,4.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Carter,23.0,0.0,7,1,15,179.0,57,97,25,9.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Cherokee,77.0,1.0,9,2,65,454.0,127,232,95,11.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Choctaw4,47.0,3.0,2,1,41,72.0,23,29,20,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Cimarron,1.0,0.0,1,0,0,9.0,3,4,2,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Coal,6.0,0.0,1,0,5,15.0,4,7,4,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Craig,15.0,0.0,5,0,10,108.0,52,51,5,3.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Custer,6.0,0.0,0,0,6,97.0,41,49,7,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Delaware,54.0,3.0,9,1,41,336.0,108,168,60,9.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Dewey,14.0,1.0,3,0,10,41.0,11,22,8,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Ellis,8.0,0.0,0,2,6,70.0,29,36,5,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Garvin,33.0,0.0,4,0,29,242.0,85,122,35,4.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Grant,5.0,0.0,2,0,3,42.0,9,31,2,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Harmon,1.0,0.0,0,0,1,15.0,4,11,0,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Harper,2.0,0.0,1,0,1,7.0,1,6,0,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Haskell,7.0,0.0,2,1,4,73.0,23,40,10,4.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Hughes,12.0,0.0,1,1,10,108.0,27,62,19,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Jackson,9.0,0.0,2,0,7,32.0,6,22,4,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Jefferson,2.0,0.0,0,0,2,18.0,2,12,4,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Johnston,25.0,0.0,2,1,22,45.0,16,20,9,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Kay4,19.0,0.0,3,1,15,135.0,50,65,20,7.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Kingfisher,8.0,0.0,1,0,7,60.0,9,45,6,2.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Kiowa,4.0,0.0,0,0,4,16.0,4,9,3,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Latimer,12.0,0.0,0,0,12,87.0,26,32,29,3.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Le Flore,51.0,1.0,3,0,47,237.0,77,121,39,4.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Love,12.0,0.0,3,0,9,119.0,21,83,15,2.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Major,7.0,0.0,1,0,6,45.0,7,31,7,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Marshall,7.0,0.0,0,1,6,192.0,72,82,38,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Mayes,74.0,0.0,18,2,54,347.0,104,158,85,9.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,McCurtain,58.0,1.0,3,0,54,319.0,116,159,44,11.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,McIntosh,37.0,0.0,6,3,28,212.0,88,78,46,4.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Murray,4.0,0.0,2,0,2,23.0,3,17,3,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Muskogee,58.0,3.0,9,2,44,235.0,91,105,39,6.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Noble,10.0,2.0,0,0,8,61.0,13,37,11,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Nowata,5.0,0.0,0,0,5,37.0,11,21,5,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Okfuskee,14.0,5.0,1,1,7,93.0,34,47,12,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Ottawa,26.0,1.0,1,2,22,174.0,42,102,30,6.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Payne,38.0,0.0,6,2,30,251.0,68,135,48,7.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Pittsburg,73.0,0.0,11,1,61,376.0,156,171,49,7.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Pontotoc,22.0,0.0,0,0,22,168.0,55,89,24,5.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Pottawatomie,43.0,4.0,9,2,28,393.0,125,203,65,4.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Pushmataha,16.0,0.0,0,0,16,114.0,72,31,11,4.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Roger Mills,10.0,0.0,1,0,9,21.0,8,13,0,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Seminole,29.0,1.0,3,0,25,323.0,112,167,44,8.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Stephens,28.0,0.0,4,0,24,117.0,45,60,12,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Texas,1.0,0.0,1,0,0,59.0,13,38,8,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Tillman,2.0,0.0,0,0,2,26.0,10,11,5,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Washita,11.0,0.0,2,0,9,31.0,10,18,3,1.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Woods,5.0,0.0,1,0,4,22.0,7,13,2,0.0
Oklahoma,2020,NONMETROPOLITAN COUNTIES,Woodward,17.0,1.0,3,0,13,63.0,16,40,7,0.0
Oregon,2020,METROPOLITAN COUNTIES,Clackamas,443.0,1.0,56,84,302,4384.0,636,"3,139",609,29.0
Oregon,2020,METROPOLITAN COUNTIES,Deschutes,85.0,0.0,14,9,62,585.0,78,437,70,12.0
Oregon,2020,METROPOLITAN COUNTIES,Josephine,96.0,5.0,9,8,74,322.0,38,132,152,11.0
Oregon,2020,METROPOLITAN COUNTIES,Linn,66.0,2.0,15,5,44,827.0,198,526,103,24.0
Oregon,2020,METROPOLITAN COUNTIES,Multnomah7,,,19,22,123,1432.0,132,994,306,18.0
Oregon,2020,METROPOLITAN COUNTIES,Polk,42.0,0.0,2,5,35,343.0,108,209,26,5.0
Oregon,2020,METROPOLITAN COUNTIES,Washington,438.0,1.0,106,44,287,2789.0,345,"2,041",403,35.0
Oregon,2020,METROPOLITAN COUNTIES,Yamhill,51.0,1.0,12,4,34,440.0,100,280,60,8.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Baker,7.0,0.0,0,1,6,124.0,21,89,14,2.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Clatsop,44.0,1.0,4,2,37,187.0,40,128,19,0.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Crook,33.0,0.0,2,0,31,87.0,19,62,6,1.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Douglas,218.0,1.0,21,7,189,952.0,217,518,217,16.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Gilliam,3.0,0.0,1,0,2,32.0,11,17,4,0.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Jefferson,9.0,2.0,4,0,3,123.0,19,78,26,2.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Lincoln,49.0,0.0,9,2,38,319.0,92,211,16,3.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Morrow,29.0,0.0,4,1,24,124.0,22,85,17,5.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Sherman,6.0,0.0,1,1,4,46.0,2,35,9,0.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Tillamook,38.0,0.0,7,1,30,327.0,76,208,43,0.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Umatilla,45.0,5.0,4,3,33,387.0,124,205,58,8.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Union,10.0,2.0,1,0,7,202.0,41,144,17,3.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Wallowa4,0.0,0.0,0,0,0,48.0,8,36,4,1.0
Oregon,2020,NONMETROPOLITAN COUNTIES,Wasco,30.0,0.0,7,0,23,178.0,34,128,16,1.0
Pennsylvania,2020,METROPOLITAN COUNTIES,Allegheny County Police Department,206.0,0.0,41,6,159,110.0,14,88,8,1.0
Pennsylvania,2020,METROPOLITAN COUNTIES,Washington,2.0,0.0,0,0,2,3.0,0,3,0,
Pennsylvania,2020,NONMETROPOLITAN COUNTIES,Warren,0.0,0.0,0,0,0,0.0,0,0,0,0.0
South Carolina,2020,METROPOLITAN COUNTIES,Anderson,820.0,15.0,73,55,677,4679.0,781,"3,289",609,20.0
South Carolina,2020,METROPOLITAN COUNTIES,Beaufort,455.0,10.0,39,34,372,1879.0,295,"1,428",156,16.0
South Carolina,2020,METROPOLITAN COUNTIES,Berkeley,459.0,13.0,40,63,343,2443.0,481,"1,663",299,20.0
South Carolina,2020,METROPOLITAN COUNTIES,Calhoun,54.0,7.0,4,3,40,235.0,49,153,33,1.0
South Carolina,2020,METROPOLITAN COUNTIES,Chester,125.0,10.0,8,8,99,430.0,94,301,35,2.0
South Carolina,2020,METROPOLITAN COUNTIES,Clarendon,113.0,3.0,11,9,90,628.0,159,420,49,5.0
South Carolina,2020,METROPOLITAN COUNTIES,Dorchester,321.0,4.0,25,43,249,1724.0,306,"1,208",210,6.0
South Carolina,2020,METROPOLITAN COUNTIES,Edgefield,8.0,0.0,1,0,7,137.0,31,79,27,0.0
South Carolina,2020,METROPOLITAN COUNTIES,Fairfield,133.0,6.0,1,7,119,432.0,114,268,50,11.0
South Carolina,2020,METROPOLITAN COUNTIES,Florence,597.0,17.0,58,59,463,2153.0,433,"1,433",287,18.0
South Carolina,2020,METROPOLITAN COUNTIES,Greenville,1865.0,29.0,169,254,"1,413",8471.0,"1,467","5,947","1,057",57.0
South Carolina,2020,METROPOLITAN COUNTIES,Horry,1.0,0.0,0,0,1,1.0,0,1,0,0.0
South Carolina,2020,METROPOLITAN COUNTIES,Horry County Police Department,920.0,24.0,115,71,710,4905.0,672,"3,755",478,31.0
South Carolina,2020,METROPOLITAN COUNTIES,Kershaw,180.0,4.0,27,9,140,1242.0,255,861,126,7.0
South Carolina,2020,METROPOLITAN COUNTIES,Lancaster,320.0,3.0,37,27,253,1686.0,331,"1,244",111,7.0
South Carolina,2020,METROPOLITAN COUNTIES,Laurens,239.0,2.0,24,12,201,1121.0,275,724,122,14.0
South Carolina,2020,METROPOLITAN COUNTIES,Lexington,638.0,10.0,71,85,472,5828.0,"1,249","3,748",831,24.0
South Carolina,2020,METROPOLITAN COUNTIES,Pickens,247.0,1.0,18,11,217,1346.0,337,817,192,8.0
South Carolina,2020,METROPOLITAN COUNTIES,Richland,2115.0,19.0,110,248,"1,738",8728.0,"1,262","6,384","1,082",45.0
South Carolina,2020,METROPOLITAN COUNTIES,Saluda,38.0,0.0,7,3,28,186.0,45,112,29,1.0
South Carolina,2020,METROPOLITAN COUNTIES,Spartanburg,997.0,5.0,47,64,881,4808.0,"1,167","3,043",598,39.0
South Carolina,2020,METROPOLITAN COUNTIES,Sumter,464.0,11.0,27,28,398,1343.0,316,874,153,19.0
South Carolina,2020,METROPOLITAN COUNTIES,York,372.0,9.0,40,52,271,2283.0,432,"1,642",209,10.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Abbeville,63.0,0.0,6,2,55,285.0,85,177,23,6.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Allendale,5.0,0.0,1,0,4,44.0,6,28,10,1.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Bamberg,21.0,1.0,0,4,16,133.0,34,70,29,0.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Barnwell,115.0,4.0,1,1,109,246.0,69,146,31,2.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Colleton,200.0,6.0,16,10,168,773.0,181,503,89,11.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Georgetown,172.0,1.0,11,14,146,800.0,154,581,65,8.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Lee,64.0,4.0,0,6,54,335.0,89,194,52,2.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Marion,103.0,6.0,7,7,83,430.0,120,271,39,3.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Marlboro,90.0,4.0,10,7,69,236.0,58,159,19,3.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,McCormick,5.0,0.0,0,0,5,71.0,11,54,6,1.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Newberry,114.0,1.0,10,3,100,261.0,48,191,22,1.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Oconee,199.0,3.0,29,12,155,1743.0,362,"1,201",180,13.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Orangeburg,874.0,15.0,14,59,786,2517.0,658,"1,555",304,10.0
South Carolina,2020,NONMETROPOLITAN COUNTIES,Union,16.0,1.0,2,2,11,196.0,38,146,12,1.0
South Dakota,2020,METROPOLITAN COUNTIES,Lincoln,49.0,0.0,11,0,38,350.0,136,176,38,1.0
South Dakota,2020,METROPOLITAN COUNTIES,McCook,6.0,0.0,2,0,4,31.0,18,12,1,0.0
South Dakota,2020,METROPOLITAN COUNTIES,Meade,31.0,0.0,7,1,23,157.0,23,118,16,0.0
South Dakota,2020,METROPOLITAN COUNTIES,Minnehaha,57.0,2.0,7,5,43,391.0,181,161,49,1.0
South Dakota,2020,METROPOLITAN COUNTIES,Pennington,177.0,1.0,80,6,90,441.0,112,281,48,3.0
South Dakota,2020,METROPOLITAN COUNTIES,Turner,23.0,0.0,4,0,19,57.0,18,33,6,0.0
South Dakota,2020,METROPOLITAN COUNTIES,Union,10.0,0.0,0,0,10,46.0,6,37,3,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Aurora,1.0,0.0,0,0,1,1.0,0,1,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Beadle,3.0,0.0,2,0,1,6.0,0,6,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Bennett,3.0,0.0,1,0,2,9.0,5,0,4,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Bon Homme,4.0,0.0,0,0,4,1.0,0,0,1,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Brookings,10.0,0.0,2,0,8,32.0,9,23,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Brown,8.0,1.0,2,0,5,42.0,17,19,6,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Brule,1.0,0.0,0,0,1,5.0,0,4,1,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Butte,5.0,0.0,1,0,4,26.0,4,21,1,1.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Campbell,3.0,0.0,0,0,3,0.0,0,0,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Charles Mix,17.0,0.0,2,0,15,37.0,13,17,7,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Clay,2.0,0.0,1,0,1,47.0,12,28,7,1.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Codington,8.0,0.0,1,0,7,44.0,8,27,9,2.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Corson,6.0,0.0,0,0,6,21.0,9,11,1,1.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Custer,11.0,0.0,5,0,6,131.0,19,96,16,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Davison,6.0,0.0,3,0,3,14.0,9,2,3,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Day,6.0,0.0,0,0,6,43.0,22,14,7,2.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Deuel,3.0,0.0,0,0,3,8.0,2,5,1,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Edmunds,1.0,0.0,0,0,1,1.0,1,0,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Faulk,2.0,0.0,0,0,2,7.0,0,7,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Gregory,1.0,0.0,0,0,1,0.0,0,0,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Hamlin,9.0,1.0,3,0,5,35.0,4,26,5,1.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Hanson,1.0,0.0,0,0,1,10.0,1,6,3,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Harding,2.0,0.0,0,0,2,2.0,0,2,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Hughes,9.0,0.0,1,0,8,18.0,3,7,8,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Hutchinson,1.0,0.0,0,0,1,6.0,3,2,1,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Jerauld,1.0,0.0,0,1,0,7.0,0,7,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Jones,0.0,0.0,0,0,0,1.0,1,0,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Kingsbury,4.0,0.0,3,0,1,5.0,1,2,2,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Lake,4.0,0.0,4,0,0,20.0,6,14,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Lawrence,7.0,0.0,1,0,6,52.0,28,24,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Lyman,5.0,0.0,2,0,3,14.0,4,7,3,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Marshall,7.0,0.0,1,0,6,38.0,8,30,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,McPherson,0.0,0.0,0,0,0,14.0,9,5,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Mellette,7.0,0.0,0,0,7,8.0,2,3,3,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Miner,1.0,0.0,0,0,1,5.0,1,1,3,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Moody,0.0,0.0,0,0,0,2.0,1,1,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Perkins,2.0,0.0,1,0,1,15.0,8,6,1,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Potter,0.0,0.0,0,0,0,3.0,1,2,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Roberts,23.0,0.0,0,0,23,9.0,2,6,1,1.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Sanborn,3.0,0.0,2,0,1,5.0,0,2,3,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Spink,18.0,0.0,2,0,16,45.0,16,25,4,3.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Stanley,5.0,0.0,0,0,5,12.0,1,8,3,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Sully,1.0,0.0,1,0,0,2.0,0,2,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Todd,0.0,0.0,0,0,0,4.0,3,0,1,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Tripp,1.0,0.0,1,0,0,4.0,0,4,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Walworth,0.0,0.0,0,0,0,2.0,1,1,0,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Yankton,10.0,0.0,1,0,9,88.0,23,55,10,0.0
South Dakota,2020,NONMETROPOLITAN COUNTIES,Ziebach,0.0,0.0,0,0,0,0.0,0,0,0,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Anderson,121.0,1.0,8,3,109,458.0,139,245,74,14.0
Tennessee,2020,METROPOLITAN COUNTIES,Blount,287.0,2.0,49,10,226,866.0,240,515,111,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Bradley,209.0,3.0,16,7,183,797.0,183,506,108,2.0
Tennessee,2020,METROPOLITAN COUNTIES,Campbell,34.0,1.0,8,0,25,109.0,36,53,20,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Cannon,9.0,0.0,0,0,9,49.0,20,18,11,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Cheatham,96.0,0.0,8,1,87,270.0,49,175,46,4.0
Tennessee,2020,METROPOLITAN COUNTIES,Chester,18.0,1.0,1,0,16,37.0,12,17,8,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Crockett,9.0,0.0,0,0,9,77.0,13,51,13,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Dickson,115.0,0.0,15,3,97,313.0,83,180,50,8.0
Tennessee,2020,METROPOLITAN COUNTIES,Fayette,64.0,0.0,1,4,59,144.0,29,81,34,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Gibson,62.0,2.0,4,6,50,177.0,67,85,25,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Grainger,63.0,0.0,0,1,62,183.0,32,119,32,2.0
Tennessee,2020,METROPOLITAN COUNTIES,Hamblen,106.0,0.0,11,3,92,406.0,97,234,75,6.0
Tennessee,2020,METROPOLITAN COUNTIES,Hartsville/Trousdale,55.0,0.0,5,7,43,142.0,25,104,13,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Hawkins,76.0,1.0,12,1,62,551.0,103,339,109,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Jefferson,60.0,1.0,13,3,43,390.0,113,228,49,7.0
Tennessee,2020,METROPOLITAN COUNTIES,Knox,532.0,8.0,55,31,438,3394.0,533,"2,280",581,23.0
Tennessee,2020,METROPOLITAN COUNTIES,Loudon,112.0,1.0,8,3,100,394.0,77,248,69,3.0
Tennessee,2020,METROPOLITAN COUNTIES,Macon,62.0,0.0,2,0,60,79.0,22,41,16,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Madison,70.0,0.0,5,3,62,302.0,69,198,35,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Marion,83.0,0.0,2,2,79,220.0,38,113,69,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Maury,154.0,1.0,29,4,120,520.0,85,324,111,2.0
Tennessee,2020,METROPOLITAN COUNTIES,Montgomery,123.0,1.0,9,1,112,473.0,80,335,58,3.0
Tennessee,2020,METROPOLITAN COUNTIES,Morgan,64.0,1.0,1,0,62,210.0,62,105,43,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Polk,45.0,0.0,2,2,41,267.0,51,165,51,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Roane,66.0,2.0,3,1,60,200.0,55,114,31,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Robertson,100.0,1.0,7,2,90,264.0,76,146,42,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Rutherford,219.0,3.0,22,8,186,648.0,122,452,74,7.0
Tennessee,2020,METROPOLITAN COUNTIES,Sequatchie,34.0,0.0,5,1,28,155.0,39,69,47,2.0
Tennessee,2020,METROPOLITAN COUNTIES,Shelby,784.0,9.0,32,49,694,2565.0,416,"1,877",272,11.0
Tennessee,2020,METROPOLITAN COUNTIES,Smith,38.0,1.0,0,0,37,120.0,27,77,16,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Stewart,45.0,0.0,2,1,42,74.0,19,39,16,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Sullivan,310.0,3.0,40,5,262,936.0,195,571,170,15.0
Tennessee,2020,METROPOLITAN COUNTIES,Sumner,121.0,2.0,9,5,105,375.0,80,242,53,3.0
Tennessee,2020,METROPOLITAN COUNTIES,Tipton,135.0,0.0,15,5,115,400.0,92,261,47,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Unicoi,25.0,0.0,2,0,23,59.0,16,33,10,0.0
Tennessee,2020,METROPOLITAN COUNTIES,Union,42.0,1.0,4,3,34,181.0,51,98,32,2.0
Tennessee,2020,METROPOLITAN COUNTIES,Washington,150.0,3.0,14,5,128,700.0,128,386,186,6.0
Tennessee,2020,METROPOLITAN COUNTIES,Williamson,110.0,1.0,13,4,92,307.0,68,215,24,1.0
Tennessee,2020,METROPOLITAN COUNTIES,Wilson,105.0,0.0,3,4,98,526.0,119,350,57,1.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Bedford,70.0,0.0,6,2,62,234.0,60,141,33,2.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Benton,30.0,2.0,7,2,19,136.0,43,72,21,2.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Bledsoe,15.0,0.0,0,0,15,50.0,8,25,17,1.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Carroll,30.0,2.0,5,1,22,138.0,51,74,13,0.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Claiborne,46.0,0.0,5,3,38,220.0,48,132,40,3.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Clay,4.0,0.0,0,0,4,49.0,18,25,6,1.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Cocke,133.0,2.0,7,2,122,366.0,86,192,88,8.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Coffee,105.0,1.0,9,2,93,405.0,94,249,62,1.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Cumberland,65.0,3.0,3,0,59,606.0,188,344,74,0.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Decatur,45.0,0.0,7,2,36,136.0,50,67,19,5.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,DeKalb,13.0,0.0,2,0,11,100.0,24,53,23,2.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Dyer,49.0,0.0,4,1,44,196.0,50,121,25,0.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Fentress,47.0,0.0,10,0,37,226.0,68,133,25,1.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Franklin,110.0,3.0,8,4,95,232.0,45,154,33,2.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Giles,57.0,0.0,5,0,52,144.0,35,84,25,0.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Greene,205.0,2.0,16,2,185,777.0,196,437,144,7.0
Tennessee,2020,NONMETROPOLITAN COUNTIES,Grundy,81.0,0.0,3,1,77,222.0,31,144,47,2.0
