State,Year,University/College,Campus,Student_Enrollment,Violent_Crime,Murder_and_nonnegligent_manslaughter,Rape2,Robbery,Aggravated_assault,Property_Crime,Burglary,Larceny-_theft,Motor_vehicle_theft,Arson3,Violent_Crime_Rate,Property_Crime_Rate
Kansas,2023,University of Kansas:,Medical Center2,,22.0,0.0,0.0,1.0,21.0,266.0,1.0,235,30.0,0.0,,
Kansas,2023,Washburn University,,6507.0,1.0,0.0,0.0,0.0,1.0,61.0,5.0,51,5.0,0.0,0.1536806516059628,9.374519747963731
Kentucky,2023,Eastern Kentucky University,,16584.0,7.0,0.0,6.0,0.0,1.0,80.0,14.0,66,0.0,0.0,0.4220935841775205,4.82392667631452
Kentucky,2023,Kentucky State University,,2981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Kentucky,2023,Morehead State University,,10158.0,3.0,0.0,2.0,0.0,1.0,18.0,0.0,16,2.0,0.0,0.2953337271116361,1.772002362669817
Kentucky,2023,Murray State University,,10885.0,1.0,0.0,1.0,0.0,0.0,44.0,2.0,41,1.0,0.0,0.091869545245751,4.042259990813045
Kentucky,2023,Northern Kentucky University,,19380.0,3.0,0.0,2.0,0.0,1.0,29.0,2.0,27,0.0,0.0,0.1547987616099071,1.4963880288957687
Kentucky,2023,University of Kentucky,,32909.0,19.0,0.0,4.0,4.0,11.0,419.0,13.0,372,34.0,0.0,0.5773496611869093,12.732079370385
Kentucky,2023,University of Louisville,,26161.0,8.0,0.0,3.0,2.0,3.0,229.0,20.0,175,34.0,1.0,0.3057987080004586,8.75348801651313
Kentucky,2023,Western Kentucky University,,19768.0,5.0,0.0,3.0,0.0,2.0,91.0,6.0,84,1.0,0.0,0.2529340348037232,4.603399433427762
Louisiana,2023,Louisiana State University:,Baton Rouge,39475.0,21.0,0.0,7.0,3.0,11.0,335.0,76.0,221,38.0,0.0,0.5319822672577581,8.486383787207092
Louisiana,2023,Louisiana State University:,"Health Sciences Center, Shreveport",1179.0,7.0,0.0,1.0,1.0,5.0,19.0,0.0,16,3.0,0.0,5.937234944868533,16.11535199321459
Louisiana,2023,Southern University and A&M College,New Orleans,2746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Louisiana,2023,Tulane University,,15270.0,1.0,0.0,0.0,1.0,0.0,120.0,10.0,103,7.0,1.0,0.0654878847413228,7.858546168958742
Maine,2023,University of Maine:,Farmington,2259.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5,1.0,1.0,0.0,2.6560424966799467
Maine,2023,University of Maine:,Orono,15005.0,0.0,0.0,0.0,0.0,0.0,62.0,3.0,59,0.0,0.0,0.0,4.13195601466178
Maine,2023,University of Southern Maine,,10236.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,27,0.0,1.0,0.0,2.8331379445095743
Maryland,2023,Bowie State University,,6960.0,12.0,0.0,0.0,3.0,9.0,40.0,4.0,33,3.0,0.0,1.7241379310344829,5.747126436781609
Maryland,2023,Coppin State University,,2326.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.4299226139294927
Maryland,2023,Frostburg State University,,4959.0,4.0,0.0,4.0,0.0,0.0,11.0,5.0,6,0.0,0.0,0.8066142367412785,2.2181891510385157
Maryland,2023,Hagerstown Community College,,4871.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.6158899609936358
Maryland,2023,Morgan State University,,9224.0,39.0,0.0,5.0,3.0,31.0,45.0,1.0,39,5.0,0.0,4.228100607111882,4.878577623590633
Maryland,2023,Salisbury University,,8133.0,2.0,0.0,1.0,1.0,0.0,26.0,1.0,25,0.0,0.0,0.245911717693348,3.196852330013525
Maryland,2023,St. Mary's College,,1629.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,23,1.0,0.0,0.0,16.574585635359114
Maryland,2023,Towson University,,23202.0,14.0,0.0,6.0,2.0,6.0,51.0,4.0,44,3.0,1.0,0.6033962589431946,2.1980863718644947
Maryland,2023,University of Maryland:,Baltimore City,8094.0,9.0,0.0,0.0,2.0,7.0,63.0,2.0,47,14.0,0.0,1.111934766493699,7.783543365455893
Maryland,2023,University of Maryland:,Baltimore County,15492.0,3.0,0.0,3.0,0.0,0.0,75.0,8.0,49,18.0,0.0,0.1936483346243222,4.841208365608056
Maryland,2023,University of Maryland:,College Park,42195.0,13.0,0.0,2.0,3.0,8.0,421.0,20.0,367,34.0,1.0,0.3080933759924162,9.977485484062091
Massachusetts,2023,Amherst College,,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Massachusetts,2023,Assumption College,,2446.0,2.0,0.0,1.0,0.0,1.0,19.0,3.0,16,0.0,0.0,0.8176614881439085,7.76778413736713
Massachusetts,2023,Babson College,,4256.0,1.0,0.0,1.0,0.0,0.0,24.0,2.0,22,0.0,0.0,0.2349624060150376,5.639097744360902
Massachusetts,2023,Bentley University,,5458.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,19,0.0,0.0,0.0,3.664345914254306
Massachusetts,2023,Boston College,,16849.0,5.0,0.0,5.0,0.0,0.0,63.0,0.0,62,1.0,0.0,0.2967535165291708,3.739094308267553
Massachusetts,2023,Boston University,,43952.0,10.0,0.0,3.0,1.0,6.0,408.0,10.0,398,0.0,0.0,0.2275209319257371,9.282854022570076
Massachusetts,2023,Brandeis University,,6026.0,2.0,0.0,0.0,1.0,1.0,22.0,2.0,20,0.0,0.0,0.3318951211417192,3.650846332558912
Massachusetts,2023,Bridgewater State University,,11696.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,8,1.0,0.0,0.2564979480164158,0.7694938440492476
Massachusetts,2023,Bristol Community College,,8201.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.1219363492257041
Massachusetts,2023,Bunker Hill Community College,,13498.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4,2.0,0.0,0.0,0.4445102978218995
Massachusetts,2023,Cape Cod Community College,,3828.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.2612330198537095
Massachusetts,2023,Clark University,,3842.0,8.0,0.0,2.0,3.0,3.0,26.0,2.0,24,0.0,0.0,2.082248828735034,6.76730869338886
Massachusetts,2023,College of the Holy Cross,,3323.0,1.0,0.0,1.0,0.0,0.0,13.0,2.0,9,2.0,2.0,0.3009328919650918,3.9121275955461936
Massachusetts,2023,Curry College,,2609.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,10,0.0,0.0,0.0,4.982752012265236
Massachusetts,2023,Dean College,,1370.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5,0.0,0.0,0.0,4.37956204379562
Massachusetts,2023,Emerson College,,6368.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14,0.0,1.0,0.0,2.198492462311558
Massachusetts,2023,Endicott College,,4851.0,3.0,0.0,2.0,0.0,1.0,7.0,0.0,7,0.0,0.0,0.6184291898577613,1.443001443001443
Massachusetts,2023,Fisher College,,2390.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,1.2552301255230125
Massachusetts,2023,Fitchburg State University,,10164.0,2.0,0.0,2.0,0.0,0.0,31.0,6.0,24,1.0,0.0,0.1967729240456513,3.049980322707595
Massachusetts,2023,Framingham State University,,6667.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,9,0.0,0.0,0.1499925003749812,1.3499325033748313
Massachusetts,2023,Gordon College,,2233.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,19,0.0,0.0,0.4478280340349306,8.508732646663681
Massachusetts,2023,Greenfield Community College,,2042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Massachusetts,2023,Harvard University,,39374.0,22.0,0.0,8.0,2.0,12.0,534.0,28.0,366,140.0,2.0,0.5587443490628333,13.562249199979682
Massachusetts,2023,Holyoke Community College,,4913.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2,0.0,0.0,0.2035416242621616,0.4070832485243232
Massachusetts,2023,Lasell College,,2057.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,6,0.0,0.0,0.4861448711716091,2.916869227029655
Massachusetts,2023,Massachusetts Bay Community College,,5733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Massachusetts,2023,Massachusetts College of Art,,2164.0,1.0,0.0,1.0,0.0,0.0,14.0,2.0,12,0.0,0.0,0.4621072088724584,6.469500924214418
Massachusetts,2023,Massachusetts College of Liberal Arts,,1299.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5,0.0,0.0,0.7698229407236336,3.849114703618168
Massachusetts,2023,Massachusetts Institute of Technology,,12923.0,2.0,0.0,1.0,0.0,1.0,238.0,16.0,221,1.0,0.0,0.1547628259692022,18.41677629033506
Massachusetts,2023,Massasoit Community College,,8032.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,0.0,0.0,0.0,0.3735059760956175
Massachusetts,2023,MCPHS University,,7965.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,10,0.0,0.0,0.0,1.381042059008161
Massachusetts,2023,Merrimack College,,6665.0,7.0,0.0,3.0,0.0,4.0,13.0,2.0,11,0.0,0.0,1.0502625656414104,1.9504876219054763
Massachusetts,2023,Mount Holyoke College,,2600.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30,0.0,0.0,0.0,11.538461538461538
Massachusetts,2023,Mount Wachusett Community College,,4219.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.4740459824602986
Massachusetts,2023,Northeastern University,,37702.0,9.0,0.0,8.0,0.0,1.0,320.0,11.0,307,2.0,1.0,0.2387141265715346,8.487613389210122
Massachusetts,2023,North Shore Community College,,6652.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5,0.0,0.0,0.0,1.0523150932050511
Massachusetts,2023,Quinsigamond Community College,,8635.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7,0.0,0.0,0.115807759119861,0.9264620729588884
Massachusetts,2023,Salem State University,,8470.0,3.0,0.0,1.0,0.0,2.0,24.0,4.0,20,0.0,0.0,0.3541912632821724,2.833530106257379
Massachusetts,2023,Simmons College,,6957.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10,0.0,0.0,0.0,1.4374011786689669
Massachusetts,2023,Smith College,,3265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Massachusetts,2023,Springfield College,,3135.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,3,7.0,0.0,0.3189792663476874,3.189792663476874
Massachusetts,2023,Springfield Technical Community College,,5373.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7,0.0,0.0,0.0,1.3028103480364788
Massachusetts,2023,Stonehill College,,2531.0,3.0,0.0,1.0,0.0,2.0,6.0,0.0,6,0.0,0.0,1.185302252074279,2.370604504148558
Massachusetts,2023,Tufts University:,Medford,15523.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,19,0.0,0.0,0.0644205372672808,1.352831282612897
Massachusetts,2023,Tufts University:,Suffolk2,,1.0,0.0,0.0,0.0,1.0,10.0,0.0,10,0.0,0.0,,
Massachusetts,2023,Tufts University:,Worcester2,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,,
Massachusetts,2023,University of Massachusetts:,Amherst,36872.0,13.0,0.0,4.0,1.0,8.0,145.0,12.0,133,0.0,0.0,0.3525710566283358,3.9325233239314383
Massachusetts,2023,University of Massachusetts:,Dartmouth,8837.0,8.0,0.0,5.0,0.0,3.0,35.0,3.0,32,0.0,2.0,0.9052845988457622,3.96062011995021
Massachusetts,2023,University of Massachusetts:,"Harbor Campus, Boston",18901.0,2.0,0.0,0.0,0.0,2.0,18.0,1.0,16,1.0,0.0,0.1058145071689328,0.9523305645203958
Massachusetts,2023,University of Massachusetts:,Lowell,21543.0,4.0,0.0,3.0,0.0,1.0,110.0,16.0,93,1.0,0.0,0.1856751613052963,5.10606693589565
Massachusetts,2023,University of Massachusetts:,"Medical Center, Worcester",1335.0,12.0,0.0,0.0,0.0,12.0,33.0,2.0,28,3.0,0.0,8.98876404494382,24.719101123595507
Massachusetts,2023,Wellesley College,,2548.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.3924646781789639
Massachusetts,2023,Wentworth Institute of Technology,,4930.0,3.0,0.0,2.0,0.0,1.0,42.0,2.0,34,6.0,0.0,0.6085192697768762,8.519269776876268
Massachusetts,2023,Western New England University,,4034.0,1.0,0.0,1.0,0.0,0.0,15.0,6.0,9,0.0,0.0,0.2478929102627664,3.7183936539414977
Massachusetts,2023,Westfield State University,,5478.0,7.0,0.0,5.0,0.0,2.0,16.0,2.0,12,2.0,0.0,1.2778386272362174,2.9207740051113547
Massachusetts,2023,Wheaton College,,1781.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2,0.0,0.0,0.0,3.3688938798427848
Massachusetts,2023,Worcester Polytechnic Institute,,7761.0,4.0,0.0,0.0,0.0,4.0,27.0,4.0,23,0.0,0.0,0.5153975003221235,3.4789331271743333
Massachusetts,2023,Worcester State University,,7284.0,5.0,1.0,1.0,0.0,3.0,18.0,3.0,15,0.0,0.0,0.686436024162548,2.471169686985173
Michigan,2023,Delta College,,9360.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,0.0,0.0,0.0,0.4273504273504273
Michigan,2023,Eastern Michigan University,,19081.0,21.0,0.0,8.0,0.0,13.0,94.0,5.0,86,3.0,0.0,1.1005712488863268,4.9263665426340335
Michigan,2023,Grand Rapids Community College,,18247.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,14,1.0,0.0,0.0,0.9316599989039296
Michigan,2023,Grand Valley State University,,25460.0,17.0,0.0,7.0,0.0,10.0,126.0,7.0,116,3.0,0.0,0.6677140612725845,4.948939512961509
Michigan,2023,Kalamazoo Valley Community College,,10250.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11,0.0,0.0,0.0,1.0731707317073171
Michigan,2023,Kellogg Community College,,4813.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0,1.0,0.0,1.246623727404945,0.2077706212341575
Michigan,2023,Lansing Community College,,14324.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15,0.0,0.0,0.0,1.0471935213627477
Michigan,2023,Macomb Community College,,23559.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8,0.0,0.0,0.0,0.3395729869688866
Michigan,2023,Michigan State University,,53948.0,20.0,3.0,4.0,3.0,10.0,469.0,14.0,425,30.0,0.0,0.3707273670942389,8.693556758359902
Michigan,2023,Michigan Technological University,,7402.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,29,0.0,0.0,0.0,4.0529586598216705
Michigan,2023,Mott Community College,,8337.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,0.0,0.0,0.0,0.7196833393306944
Michigan,2023,Northern Michigan University,,8042.0,7.0,0.0,6.0,0.0,1.0,18.0,0.0,17,1.0,0.0,0.870430241233524,2.238249191743347
Michigan,2023,Oakland Community College,,22047.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7,0.0,0.0,0.0,0.3175035152174899
Michigan,2023,Oakland University,,19831.0,2.0,0.0,1.0,1.0,0.0,28.0,1.0,26,1.0,0.0,0.100852201099289,1.4119308153900458
Michigan,2023,Saginaw Valley State University,,8256.0,7.0,0.0,2.0,0.0,5.0,29.0,6.0,23,0.0,0.0,0.8478682170542635,3.5125968992248064
Michigan,2023,Schoolcraft College,,13344.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7,1.0,0.0,0.0,0.5995203836930455
Michigan,2023,University of Michigan:,Ann Arbor,52356.0,30.0,0.0,6.0,1.0,23.0,506.0,13.0,470,23.0,1.0,0.5730002292000916,9.664603865841547
Michigan,2023,University of Michigan:,Dearborn,9651.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,10,0.0,0.0,0.1036162055745518,1.036162055745519
Michigan,2023,University of Michigan:,Flint,7471.0,4.0,0.0,0.0,0.0,4.0,55.0,2.0,48,5.0,0.0,0.5354035604336769,7.3617989559630574
Michigan,2023,Washtenaw Community College,,19343.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,14,1.0,0.0,0.0516982887866411,0.7754743317996174
Michigan,2023,Western Michigan University,,20232.0,6.0,0.0,2.0,0.0,4.0,102.0,0.0,96,6.0,1.0,0.2965599051008304,5.041518386714117
Minnesota,2023,University of Minnesota:,Duluth,10708.0,2.0,0.0,0.0,0.0,2.0,24.0,4.0,20,0.0,0.0,0.1867762420620097,2.2413149047441165
Minnesota,2023,University of Minnesota:,Morris,1372.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10,0.0,0.0,0.0,7.288629737609329
Minnesota,2023,University of Minnesota:,Twin Cities,60763.0,24.0,0.0,7.0,6.0,11.0,462.0,29.0,380,53.0,1.0,0.3949772065237068,7.603311225581357
Mississippi,2023,East Mississippi Community College:,Communiversity2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,
Mississippi,2023,East Mississippi Community College:,Golden Triangle2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,
Mississippi,2023,East Mississippi Community College:,Scooba ,5481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Mississippi,2023,East Mississippi Community College:,West Point2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,
Mississippi,2023,Holmes Community College:,Goodman,5145.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,1.0,0.0,0.0,0.5830903790087464
Mississippi,2023,Holmes Community College:,Grenada2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,
Mississippi,2023,Holmes Community College:,Ridgeland2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,
Mississippi,2023,Jones County Junior College,,5809.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.3442933379239111
Mississippi,2023,Mississippi Delta Community College,,3064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Mississippi,2023,Mississippi State University,,25666.0,5.0,0.0,2.0,0.0,3.0,53.0,3.0,47,3.0,0.0,0.1948102548118133,2.064988701005221
Mississippi,2023,Northeast Mississippi Community College,,3970.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5,0.0,1.0,0.0,1.5113350125944585
Mississippi,2023,Northwest Mississippi Community College:,Desoto2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,
Mississippi,2023,Northwest Mississippi Community College:,Senatobia,9175.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3,1.0,0.0,0.0,0.4359673024523161
Mississippi,2023,Pearl River Community College:,Forrest,6948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Mississippi,2023,Pearl River Community College:,Poplarville2,,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0.0,0.0,,
Mississippi,2023,University of Mississippi,Oxford,23679.0,6.0,0.0,3.0,1.0,2.0,70.0,8.0,59,3.0,1.0,0.2533890789306981,2.9562059208581446
Missouri,2023,Jefferson College,,4479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Missouri,2023,Metropolitan Community College,,18284.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,26,10.0,0.0,0.0,2.023627215051411
Missouri,2023,Missouri Southern State University,,5219.0,2.0,0.0,2.0,0.0,0.0,27.0,0.0,26,1.0,0.0,0.3832151753209427,5.173404866832727
Missouri,2023,Missouri University of Science and Technology,,7812.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,46,4.0,1.0,0.0,6.528417818740399
Missouri,2023,Northwest Missouri State University,,9761.0,4.0,0.0,3.0,0.0,1.0,20.0,0.0,20,0.0,0.0,0.409794078475566,2.04897039237783
Missouri,2023,Southeast Missouri State University,,11221.0,5.0,0.0,2.0,0.0,3.0,26.0,3.0,21,2.0,0.0,0.4455930843953302,2.317084038855717
Missouri,2023,St. Charles Community College,,8226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Missouri,2023,St. Louis Community College,Meramec,22035.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,22,2.0,0.0,0.0,1.0891763104152483
Missouri,2023,Truman State University,,4524.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,32,1.0,0.0,0.0,7.515473032714412
Missouri,2023,University of Central Missouri,,15077.0,4.0,0.0,1.0,1.0,2.0,30.0,3.0,23,4.0,0.0,0.2653047688532201,1.9897857663991512
Missouri,2023,University of Missouri:,Columbia,34122.0,17.0,0.0,9.0,0.0,8.0,200.0,7.0,181,12.0,1.0,0.4982122970517554,5.861321141785359
Missouri,2023,University of Missouri:,Kansas City,18325.0,3.0,0.0,0.0,1.0,2.0,69.0,9.0,39,21.0,0.0,0.1637107776261937,3.765347885402456
Missouri,2023,Washington University,,18783.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,82,6.0,0.0,0.0,4.738327210775701
Montana,2023,Montana State University,,18880.0,3.0,0.0,1.0,0.0,2.0,137.0,2.0,134,1.0,2.0,0.1588983050847457,7.25635593220339
Montana,2023,Montana State University,Billings,5403.0,1.0,0.0,1.0,0.0,0.0,20.0,2.0,18,0.0,0.0,0.1850823616509346,3.7016472330186936
Montana,2023,University of Montana,,12318.0,7.0,0.0,1.0,0.0,6.0,93.0,0.0,87,6.0,0.0,0.5682740704659848,7.54992693619094
Nebraska,2023,Metropolitan Community College,Douglas County,20852.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,29,1.0,0.0,0.0,1.5346249760214847
Nebraska,2023,University of Nebraska:,Kearney,7567.0,2.0,0.0,1.0,0.0,1.0,28.0,2.0,26,0.0,0.0,0.2643055372010043,3.700277520814061
Nebraska,2023,University of Nebraska:,Lincoln,26722.0,10.0,0.0,6.0,1.0,3.0,128.0,4.0,117,7.0,0.0,0.374223486265998,4.790060624204775
Nebraska,2023,University of Nebraska:,Omaha,18020.0,5.0,0.0,2.0,2.0,1.0,128.0,0.0,114,14.0,0.0,0.2774694783573806,7.103218645948946
Nevada,2023,University of Nevada,Reno,23185.0,5.0,0.0,3.0,0.0,2.0,235.0,7.0,209,19.0,0.0,0.215656674574078,10.135863704981668
New Hampshire,2023,Plymouth State University,,4706.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24,0.0,0.0,0.0,5.099872503187421
New Hampshire,2023,University of New Hampshire,,15134.0,2.0,0.0,2.0,0.0,0.0,70.0,8.0,60,2.0,0.0,0.1321527686005021,4.6253469010175765
New Jersey,2023,Monmouth University,,6034.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4,5.0,0.0,0.0,1.4915478952601924
New Jersey,2023,New Jersey Institute of Technology,,13649.0,5.0,0.0,2.0,1.0,2.0,76.0,6.0,59,11.0,0.0,0.3663272034581288,5.568173492563558
New Jersey,2023,Princeton University,,8631.0,2.0,0.0,1.0,0.0,1.0,206.0,9.0,163,34.0,0.0,0.2317228594600857,23.86745452438883
New Jersey,2023,Rowan University,,22080.0,8.0,0.0,1.0,0.0,7.0,83.0,2.0,81,0.0,0.0,0.3623188405797101,3.7590579710144927
New Jersey,2023,Rutgers University:,Camden,7470.0,9.0,0.0,0.0,2.0,7.0,60.0,0.0,58,2.0,0.0,1.2048192771084338,8.032128514056224
New Jersey,2023,Rutgers University:,Newark,14168.0,10.0,0.0,1.0,5.0,4.0,159.0,6.0,124,29.0,0.0,0.7058159232072275,11.222473178994916
New Jersey,2023,Rutgers University:,New Brunswick,56603.0,21.0,0.0,10.0,3.0,8.0,307.0,37.0,265,5.0,1.0,0.3710050704026288,5.423740791124145
New Jersey,2023,Stevens Institute of Technology,,9111.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,18,0.0,0.0,0.0,2.0853912852595764
New Jersey,2023,Stockton University,,11602.0,2.0,0.0,2.0,0.0,0.0,41.0,0.0,40,1.0,0.0,0.1723840717117738,3.533873470091364
New Jersey,2023,The College of New Jersey,,8566.0,1.0,0.0,1.0,0.0,0.0,34.0,4.0,28,2.0,0.0,0.1167406023815083,3.969180480971282
New Mexico,2023,New Mexico Institute of Mining and Technology,,2000.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,21,1.0,0.0,0.0,13.0
New Mexico,2023,New Mexico State University,,15892.0,10.0,0.0,3.0,0.0,7.0,167.0,13.0,132,22.0,2.0,0.6292474200855777,10.508431915429146
New Mexico,2023,University of New Mexico,,23914.0,45.0,0.0,5.0,3.0,37.0,484.0,35.0,370,79.0,3.0,1.8817429121016975,20.239190432382703
New York,2023,Cornell University,,26304.0,3.0,0.0,3.0,0.0,0.0,249.0,16.0,233,0.0,9.0,0.1140510948905109,9.46624087591241
New York,2023,Ithaca College,,5679.0,5.0,0.0,5.0,0.0,0.0,72.0,9.0,63,0.0,0.0,0.8804366966015144,12.678288431061809
New York,2023,State University of New York Police:,Albany,19585.0,3.0,0.0,0.0,0.0,3.0,119.0,3.0,115,1.0,0.0,0.1531784528976257,6.076078631605821
New York,2023,State University of New York Police:,Alfred,3796.0,6.0,0.0,3.0,0.0,3.0,25.0,0.0,25,0.0,0.0,1.5806111696522656,6.585879873551106
New York,2023,State University of New York Police:,Binghamton,19938.0,2.0,0.0,2.0,0.0,0.0,141.0,4.0,137,0.0,0.0,0.1003109639883639,7.0719229611796575
New York,2023,State University of New York Police:,Brockport,8150.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,18,1.0,0.0,0.0,2.5766871165644174
New York,2023,State University of New York Police:,Buffalo,35908.0,4.0,0.0,2.0,0.0,2.0,197.0,10.0,172,15.0,2.0,0.1113957892391667,5.486242620028963
New York,2023,State University of New York Police:,Buffalo State College,8231.0,4.0,0.0,2.0,0.0,2.0,108.0,6.0,84,18.0,1.0,0.4859676831490706,13.121127445024904
New York,2023,State University of New York Police:,Canton,4151.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,8,0.0,0.0,0.2409058058299205,2.1681522524692847
New York,2023,State University of New York Police:,Cobleskill,2067.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,6,0.0,0.0,0.4837929366231253,2.9027576197387517
New York,2023,State University of New York Police:,Cortland,7626.0,1.0,0.0,1.0,0.0,0.0,38.0,4.0,34,0.0,0.0,0.1311303435615001,4.982953055337005
New York,2023,State University of New York Police:,Delhi,2980.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,17,0.0,0.0,0.0,6.375838926174496
New York,2023,State University of New York Police:,Downstate Medical ,2522.0,2.0,0.0,0.0,0.0,2.0,27.0,0.0,27,0.0,0.0,0.7930214115781126,10.70578905630452
New York,2023,State University of New York Police:,Environmental Science ,2214.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16,0.0,0.0,0.0,7.226738934056007
New York,2023,State University of New York Police:,Geneseo,4941.0,3.0,0.0,2.0,0.0,1.0,42.0,1.0,41,0.0,0.0,0.6071645415907712,8.500303582270794
New York,2023,State University of New York Police:,Maritime ,1895.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3,0.0,0.0,0.0,2.1108179419525066
New York,2023,State University of New York Police:,New Paltz,8168.0,1.0,0.0,0.0,0.0,1.0,29.0,0.0,29,0.0,0.0,0.1224289911851126,3.5504407443682666
